"Event_year","Park_code","Stratum_label","Site_code","Site_status","Panel_type","Panel_name","Point_code","Location_type","Location_status","Event_excluded","DPL_code","Event_ID","Habitat_num","Veg_type_code","Canopy_cover","Tree_size_class","Habitat_notes","Is_forested","Detection_class"
2016,"NOCA","Low","1023","Active","Annual","1","1023.SS09","Additional","Active",0,"A",11998,1,"WERC","41-70","81-122 cm","mixed",1,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE01","Survey","Active",0,"A",12939,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE01","Survey","Active",0,"A",12939,2,"MICO","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE02","Survey","Active",0,"A",12940,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE02","Survey","Active",0,"A",12940,2,"SUBF","11-40","23-53 cm",,1,"Sparse"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE03","Survey","Active",0,"A",12941,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE03","Survey","Active",0,"A",12941,2,"MICO","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE04","Survey","Active",0,"A",12942,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE05","Survey","Active",0,"A",12943,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE06","Survey","Active",0,"A",12944,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE06","Survey","Active",0,"A",12944,2,"SUBF","11-40","23-53 cm",,1,"Sparse"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE07","Additional","Active",0,"A",12945,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.NE07","Additional","Active",0,"A",12945,2,"SUBF","11-40","23-53 cm",,1,"Sparse"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW01","Survey","Active",0,"A",12912,1,"SHRU","71-100","<23 cm",,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW02","Survey","Active",0,"A",12913,1,"BLCO","11-40","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW02","Survey","Active",0,"A",12913,2,"SHRU","11-40","<23 cm",,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW03","Survey","Active",0,"A",12914,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW03","Survey","Active",0,"A",12914,2,"SHRU","11-40","<23 cm",,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW04","Survey","Active",0,"A",12915,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW04","Survey","Active",0,"A",12915,2,"SHRU","<11","<23 cm",,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW05","Survey","Active",0,"A",12916,1,"DOFI","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW05","Survey","Active",0,"A",12916,2,"SHRU","<11","<23 cm",,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW06","Survey","Active",0,"A",12917,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW06","Survey","Active",0,"A",12917,2,"SHRU","<11","<23 cm",,0,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW07","Additional","Active",0,"A",12918,1,"DOFI",,"23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1024","Active","Annual","1","1024.SW07","Additional","Active",0,"A",12918,2,"ROSV",,,,0,"Sparse"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE01","Survey","Active",0,"A",12759,1,"CODM","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE01","Survey","Active",0,"A",12759,2,"WATE",,,,0,"Sparse"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE02","Survey","Active",0,"A",12760,1,"MICO","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE02","Survey","Active",0,"A",12760,2,"WATE",,,,0,"Sparse"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE03","Survey","Active",0,"A",12761,1,"MICO","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE04","Survey","Active",0,"A",12762,1,"MICO","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE05","Survey","Active",0,"A",12763,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE06","Survey","Active",0,"A",12764,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE07","Additional","Active",0,"A",12765,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE08","Additional","Active",0,"A",12766,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.NE09","Additional","Active",0,"A",12767,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS01","Survey","Active",0,"A",12768,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS01","Survey","Active",0,"A",12768,2,"DOFI","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS02","Survey","Active",0,"A",12769,1,"DOFI","11-40","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS02","Survey","Active",0,"A",12769,2,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS03","Survey","Active",0,"A",12770,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS03","Survey","Active",0,"A",12770,2,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS04","Survey","Active",0,"A",12771,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS04","Survey","Active",0,"A",12771,2,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS05","Survey","Active",0,"A",12772,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS05","Survey","Active",0,"A",12772,2,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS06","Survey","Active",0,"A",12773,1,"DOFI","71-100","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1047","Active","Alternating","6","1047.SS06","Survey","Active",0,"A",12773,2,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.EE01","Survey","Active",0,"A",12488,1,"DOFI","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.EE02","Survey","Active",0,"A",12489,1,"WEHE","71-100","81-122 cm",,1,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.EE03","Survey","Active",0,"A",12490,1,"WEHE","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.EE04","Survey","Active",0,"A",12491,1,"WEHE","41-70","81-122 cm",,1,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.EE05","Survey","Active",0,"A",12492,1,"WEHE","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.EE06","Survey","Active",0,"A",12493,1,"WEHE","71-100","81-122 cm",,1,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.EE07","Additional","Active",0,"A",12494,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.NW01","Survey","Active",0,"A",12187,1,"PASF","41-70","53-81 cm","also WEHE",1,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.NW02","Survey","Active",0,"A",12188,1,"WEHE","71-100","81-122 cm",,1,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.NW03","Survey","Active",0,"A",12192,1,"WEHE","71-100","23-53 cm","Also extensive vine maple",1,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.NW04","Survey","Active",0,"A",12190,1,"SHRU","71-100","<23 cm",,0,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.NW05","Survey","Active",0,"A",12191,1,"WEHE","71-100","81-122 cm",,1,"Dense"
2016,"NOCA","Medium","1051","Active","Alternating","6","1051.NW05","Survey","Active",0,"A",12191,2,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.NE01","Survey","Active",0,"A",12880,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.NE01","Survey","Active",0,"A",12880,2,"PASF","<11","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.NE02","Survey","Active",0,"A",12881,1,"PASF","11-40","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.NE03","Survey","Active",0,"A",12882,1,"MOHE","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.NE04","Survey","Active",0,"A",12883,1,"PASF","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.NE05","Survey","Active",0,"A",12884,1,"MOHE","11-40","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.NE05","Survey","Active",0,"A",12884,2,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.NE06","Survey","Active",0,"A",12885,1,"PASF","11-40","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.NE07","Additional","Active",0,"A",12886,1,"PASF","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.NE08","Additional","Active",0,"A",12887,1,"MOHE","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW01","Survey","Active",0,"A",12702,1,"PASF","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW02","Survey","Active",0,"A",12703,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW02","Survey","Active",0,"A",12703,2,"ALYC","11-40","<23 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW03","Survey","Active",0,"A",12704,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW03","Survey","Active",0,"A",12704,2,"ALYC","11-40","<23 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW04","Survey","Active",0,"A",12705,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW05","Survey","Active",0,"A",12706,1,"MICO","71-100","23-53 cm","PASF and WEHE",1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW06","Survey","Active",0,"A",12707,1,"MICO","71-100","53-81 cm","WEHE and PASF",1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW07","Additional","Active",0,"A",12720,1,"MICO","71-100","81-122 cm","WEHE, PASF, ALYC",1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW07","Additional","Active",0,"A",12720,2,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW08","Additional","Active",0,"A",12711,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW08","Additional","Active",0,"A",12711,2,"WEHE","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW09","Additional","Active",0,"A",12710,1,"WEHE","71-100","81-122 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW10","Additional","Active",0,"A",12709,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW10","Additional","Active",0,"A",12709,2,"WEHE","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.WW11","Additional","Active",0,"A",12708,1,"MICO","71-100","53-81 cm","WEHE, PASF",1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.NN01","Survey","Active",0,"A",12923,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.NN02","Survey","Active",0,"A",12924,1,"PASF","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.NN03","Survey","Active",0,"A",12925,1,"MICO","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.NN04","Survey","Active",0,"A",12926,1,"MICO","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.NN05","Survey","Active",0,"A",12927,1,"ENGS","41-70","81-122 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.NN06","Survey","Active",0,"A",12928,1,"ENGS","41-70","81-122 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.NN07","Additional","Active",0,"A",12929,1,"MICO",,,,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.SS01","Survey","Active",0,"A",12934,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.SS03","Survey","Active",0,"A",12935,1,"PASF","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.SS04","Survey","Active",0,"A",12936,1,"ENGS","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.SS05","Survey","Active",0,"A",12937,1,"MICO","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.SS06","Survey","Active",0,"A",12938,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.SS07","Additional","Active",0,"A",13300,1,"MICO","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.SS07","Additional","Active",0,"A",13300,2,"SHRU",,,,0,"Dense"
2016,"NOCA","Medium","1056","Active","Alternating","6","1056.SS08","Additional","Active",0,"A",13301,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.NE01","Survey","Active",0,"A",11923,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.NE02","Survey","Active",0,"A",11924,1,"DOFI","<11","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.NE03","Survey","Active",0,"A",11925,1,"MEAD",,,,0,"Sparse"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.NE03","Survey","Active",0,"A",11925,2,"DOFI","<11","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.NE04","Survey","Active",0,"A",11926,1,"SHRU",,,,0,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.NE04","Survey","Active",0,"A",11926,2,"DOFI","<11","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.NE05","Survey","Active",0,"A",11927,1,"DOFI","<11","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.NE05","Survey","Active",0,"A",11927,2,"MEAD",,,,0,"Sparse"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.NE06","Survey","Active",0,"A",11928,1,"DOFI","<11","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.NE07","Additional","Active",0,"A",11929,1,"DOFI","<11","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.SW01","Survey","Active",0,"A",12521,1,"DOFI","71-100","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.SW02","Survey","Active",0,"A",12522,1,"DOFI","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.SW03","Survey","Active",0,"A",12523,1,"DOFI","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.SW04","Survey","Active",0,"A",12524,1,"DOFI","71-100","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.SW05","Survey","Active",0,"A",12525,1,"DOFI","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.SW06","Survey","Active",0,"A",12526,1,"DOFI","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.SW07","Additional","Active",0,"A",12527,1,"DOFI","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.SW07","Additional","Active",0,"A",12527,2,"SHRU",,,,0,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.SW08","Additional","Active",0,"A",12528,1,"DOFI","11-40","81-122 cm",,1,"Dense"
2016,"NOCA","Low","1068","Active","Alternating","6","1068.SW08","Additional","Active",0,"A",12528,2,"ROSV",,,,0,"Sparse"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.NE01","Survey","Active",0,"A",12160,1,"MICO","71-100","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.NE02","Survey","Active",0,"A",12161,1,"DOFI","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.NE03","Survey","Active",0,"A",12162,1,"CODM","71-100","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.NE03","Survey","Active",0,"A",12162,2,"ROSV",,,,0,"Sparse"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.NE04","Survey","Active",0,"A",12163,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.NE04","Survey","Active",0,"A",12163,2,"ROSV",,,,0,"Sparse"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.NE05","Survey","Active",0,"A",12164,1,"DOFI","41-70","<23 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.NE06","Survey","Active",0,"A",12165,1,"DOFI","71-100","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.NE07","Additional","Active",0,"A",12166,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.SW01","Survey","Active",0,"A",12499,1,"REAL","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.SW01","Survey","Active",0,"A",12499,2,"WATE",,,"Big Beaver Creek",0,"Sparse"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.SW02","Survey","Active",0,"A",12500,1,"PASF","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.SW02","Survey","Active",0,"A",12500,2,"DOFI","11-40","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.SW03","Survey","Active",0,"A",12501,1,"MICO","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.SW04","Survey","Active",0,"A",12502,1,"MICO","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.SW05","Survey","Active",0,"A",12503,1,"MICO","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.SW06","Survey","Active",0,"A",12504,1,"MICO","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1070","Active","Alternating","6","1070.SW07","Additional","Active",0,"A",12505,1,"MICO","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","High","1072","Active","Alternating","6","1072.NW01","Survey","Active",0,"A",12381,1,"ROSV",,,,0,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.NW01","Survey","Active",0,"A",12381,2,"SNOW",,,,0,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.NW02","Survey","Active",0,"A",12380,1,"ROSV",,,,0,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.NW02","Survey","Active",0,"A",12380,2,"MEAD",,,,0,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.NW03","Survey","Active",0,"A",12379,1,"MOHE","<11","<23 cm",,1,"Dense"
2016,"NOCA","High","1072","Active","Alternating","6","1072.NW03","Survey","Active",0,"A",12379,2,"MEAD",,,,0,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.NW04","Survey","Active",0,"A",12378,1,"MICO","<11","<23 cm","larch, SUBF, lots of snow",1,"Dense"
2016,"NOCA","High","1072","Active","Alternating","6","1072.NW04","Survey","Active",0,"A",12378,2,"ROSV",,,,0,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.SE01","Survey","Active",0,"A",12382,1,"SUBF","11-40","23-53 cm",,1,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.SE02","Survey","Active",0,"A",12383,1,"SUBF","11-40","23-53 cm",,1,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.SE02","Survey","Active",0,"A",12383,2,"ROSV",,,,0,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.SE03","Survey","Active",0,"A",12384,1,"MEAD",,,,0,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.SE03","Survey","Active",0,"A",12384,2,"SUBF","<11","23-53 cm",,1,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.SE04","Survey","Active",0,"A",12385,1,"SHRU",,,,0,"Dense"
2016,"NOCA","High","1072","Active","Alternating","6","1072.SE05","Survey","Active",0,"A",12386,1,"ROSV",,,,0,"Sparse"
2016,"NOCA","High","1072","Active","Alternating","6","1072.SE05","Survey","Active",0,"A",12386,2,"SUBF","11-40","23-53 cm","80% rock",1,"Sparse"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE01","Survey","Active",0,"A",12210,1,"MICO","41-70","23-53 cm","DOFI. lodgepole",1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE02","Survey","Active",0,"A",12211,1,"MICO","41-70","<23 cm","DOFI/ lodgepole",1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE03","Survey","Active",0,"A",12212,1,"CODM","41-70","23-53 cm","DOFI, BIGM, and birch",1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE04","Survey","Active",0,"A",12213,1,"MICO","41-70","23-53 cm","DOFI/  lodgepole",1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE05","Survey","Active",0,"A",12214,1,"DOFI","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE06","Survey","Active",0,"A",12215,1,"DOFI","11-40","23-53 cm","also lodgepoles",1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE07","Additional","Active",0,"A",12216,1,"DOFI","11-40","53-81 cm","also SHRU",1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE08","Additional","Active",0,"A",12221,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE08","Additional","Active",0,"A",12221,2,"ROSV",,,,0,"Sparse"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE09","Additional","Active",0,"A",12218,1,"DOFI","71-100","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.NE10","Additional","Active",0,"A",12222,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.SW01","Survey","Active",0,"A",12780,1,"LOPI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.SW01","Survey","Active",0,"A",12780,2,"WERC","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.SW02","Survey","Active",0,"A",12781,1,"DOFI","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.SW03","Survey","Active",0,"A",12782,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.SW04","Survey","Active",0,"A",12783,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.SW05","Survey","Active",0,"A",12784,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.SW06","Survey","Active",0,"A",12785,1,"DOFI","11-40","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.SW07","Additional","Active",0,"A",12786,1,"DOFI","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1074","Active","Alternating","6","1074.SW08","Additional","Active",0,"A",12787,1,"DOFI","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE01","Survey","Active",0,"A",12666,1,"DOFI","11-40","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE01","Survey","Active",0,"A",12666,2,"DEVO",,,,0,"Sparse"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE02","Survey","Active",0,"A",12667,1,"DOFI","41-70","23-53 cm",,1,"Dense"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE03","Survey","Active",0,"A",12668,1,"DOFI","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE04","Survey","Active",0,"A",12669,1,"DOFI","41-70","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE04","Survey","Active",0,"A",12669,2,"MEAD",,,,0,"Sparse"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE05","Survey","Active",0,"A",12670,1,"DOFI","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE06","Survey","Active",0,"A",12671,1,"DOFI","71-100","53-81 cm",,1,"Dense"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE07","Additional","Active",0,"A",12672,1,"WERC","71-100","81-122 cm",,1,"Dense"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE08","Additional","Active",0,"A",12679,1,"BIGM","41-70","23-53 cm","Many BIGM, some DOFI",1,"Dense"
2016,"NOCA","Low","1075","Active","Alternating","6","1075.NE09","Additional","Active",0,"A",12680,1,"DOFI","41-70","53-81 cm","Many BIGM also",1,"Dense"
