"Event_year","Park_code","Stratum_label","Site_code","Site_status","Panel_type","Panel_name","Point_code","Location_type","Location_status","Event_ID","Event_date","Event_excluded","DPL_code","DPL_date_str","Species","Sci_name","Com_name","Taxon_family","Taxon_sort","Nest_activity","Nest_obs_notes","Nest_obs_ID"
2018,"OLYM","High","3140","Active","Alternating","2","3140.TO","Origin","Active",14002,"7/15/2018",0,"A","04/12/2019 14:15","ATTW","Picoides dorsalis","American Three-toed Woodpecker","Picidae",1009,"Recent fledglings",,494
2018,"OLYM","Medium","3141","Active","Alternating","2","3141.TO","Origin","Active",13763,"7/8/2018",0,"A","04/12/2019 14:15","AMDI","Cinclus mexicanus","American Dipper","Cinclidae",1584,"Recent fledglings",,485
2018,"OLYM","Low","3142","Active","Alternating","2","3142.TO","Origin","Active",13537,"6/6/2018",0,"A","04/12/2019 14:15","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Nestlings",,486
2018,"OLYM","Low","3144","Active","Alternating","2","3144.TO","Origin","Active",13392,"6/8/2018",0,"A","04/12/2019 14:15","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Building nest",,492
2016,"LEWI","Parkwide","CADI","Active","Biennial",,"CADI.TO","Origin","Active",11686,"5/30/2016",0,"A","12/07/2016 14:18","PEFA","Falco peregrinus","Peregrine Falcon","Falconidae",1061,"Unknown contents",,429
2016,"LEWI","Parkwide","FOCL","Active","Biennial",,"FOCL.TO","Origin","Active",11762,"5/29/2016",0,"A","12/07/2016 14:18","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Unknown contents","nest seen",428
2016,"MORA","Low","4001","Active","Annual","1","4001.TO","Origin","Active",13368,"6/19/2016",0,"A","12/07/2016 14:18","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Recent fledglings",,476
2016,"MORA","Low","4001","Active","Annual","1","4001.TO","Origin","Active",12302,"6/17/2016",0,"A","12/07/2016 14:18","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Recent fledglings","On NN transect",443
2016,"MORA","Medium","4009","Active","Annual","1","4009.TO","Origin","Active",12170,"6/25/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Eggs observed",,441
2016,"MORA","Medium","4009","Active","Annual","1","4009.TO","Origin","Active",12133,"6/26/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Eggs observed",,439
2016,"MORA","High","4064","Active","Alternating","6","4064.TO","Origin","Active",13090,"7/19/2016",0,"A","12/07/2016 14:18","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Recent fledglings",,473
2016,"MORA","High","4064","Active","Alternating","6","4064.TO","Origin","Active",13090,"7/19/2016",0,"A","12/07/2016 14:18","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Recent fledglings",,474
2016,"MORA","Medium","4081","Active","Alternating","6","4081.TO","Origin","Active",13238,"7/12/2016",0,"A","12/07/2016 14:18","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Eggs observed",,475
2016,"NOCA","High","1014","Active","Annual","1","1014.TO","Origin","Active",12639,"7/29/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,459
2016,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",11952,"6/15/2016",0,"A","12/07/2016 14:18","CHSP","Spizella passerina","Chipping Sparrow","Fringillidae",1894,"Unknown contents","with food",447
2016,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",11952,"6/15/2016",0,"A","12/07/2016 14:18","WETA","Piranga ludoviciana","Western Tanager","Fringillidae",2151,"Recent fledglings",,446
2016,"NOCA","High","1021","Active","Annual","1","1021.TO","Origin","Active",12811,"7/27/2016",0,"A","12/07/2016 14:18","CHSP","Spizella passerina","Chipping Sparrow","Fringillidae",1894,"Recent fledglings",,449
2016,"NOCA","High","1021","Active","Annual","1","1021.TO","Origin","Active",12811,"7/27/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,450
2016,"NOCA","High","1021","Active","Annual","1","1021.TO","Origin","Active",12811,"7/27/2016",0,"A","12/07/2016 14:18","TOWA","Setophaga townsendi","Townsend’s Warbler","Fringillidae",2123,"Recent fledglings",,451
2016,"NOCA","Medium","1022","Active","Annual","1","1022.TO","Origin","Active",12145,"6/30/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,440
2016,"NOCA","Low","1023","Active","Annual","1","1023.TO","Origin","Active",11989,"6/13/2016",0,"A","12/07/2016 14:18","SOSP","Melospiza melodia","Song Sparrow","Fringillidae",1949,"Unknown contents","with food",456
2016,"NOCA","Medium","1024","Active","Annual","1","1024.TO","Origin","Active",12553,"7/8/2016",0,"A","12/07/2016 14:18","CHSP","Spizella passerina","Chipping Sparrow","Fringillidae",1894,"Recent fledglings",,458
2016,"NOCA","Medium","1053","Active","Alternating","6","1053.TO","Origin","Active",12701,"7/30/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,457
2016,"NOCA","Low","1068","Active","Alternating","6","1068.TO","Origin","Active",11922,"6/16/2016",0,"A","12/07/2016 14:18","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Recent fledglings",,430
2016,"NOCA","High","1090","Active","Alternating","6","1090.TO","Origin","Active",12591,"7/28/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,462
2016,"OLYM","Medium","3123","Active","Annual","1","3123.TO","Origin","Active",12085,"7/2/2016",0,"A","12/07/2016 14:18","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Recent fledglings",,433
2016,"OLYM","Medium","3123","Active","Annual","1","3123.TO","Origin","Active",12096,"7/3/2016",0,"A","12/07/2016 14:18","BRCR","Certhia americana","Brown Creeper","Certhiidae",1520,"Recent fledglings",,436
2016,"OLYM","Medium","3123","Active","Annual","1","3123.TO","Origin","Active",12085,"7/2/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,434
2016,"OLYM","Medium","3123","Active","Annual","1","3123.TO","Origin","Active",12096,"7/3/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,435
2016,"OLYM","High","3124","Active","Annual","1","3124.TO","Origin","Active",12954,"7/23/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,461
2016,"OLYM","High","3124","Active","Annual","1","3124.TO","Origin","Active",12954,"7/23/2016",0,"A","12/07/2016 14:18","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,460
2016,"OLYM","High","3125","Active","Annual","1","3125.TO","Origin","Active",12428,"7/16/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,444
2016,"OLYM","High","3125","Active","Annual","1","3125.TO","Origin","Active",12428,"7/16/2016",0,"A","12/07/2016 14:18","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,445
2016,"OLYM","High","3128","Active","Annual","1","3128.TO","Origin","Active",12573,"7/13/2016",0,"A","12/07/2016 14:18","CBCH","Poecile rufescens","Chestnut-backed Chickadee","Paridae",1505,"Recent fledglings",,448
2016,"OLYM","Low","3182","Active","Alternating","6","3182.TO","Origin","Active",11692,"6/1/2016",0,"A","12/07/2016 14:18","WCSP","Zonotrichia leucophrys","White-crowned Sparrow","Fringillidae",1920,"Unknown contents","parents with food",427
2016,"OLYM","Medium","3187","Active","Alternating","6","3187.TO","Origin","Active",12272,"7/10/2016",0,"A","12/07/2016 14:18","BADO","Strix varia","Barred Owl","Strigidae",908,"Recent fledglings",,442
2016,"OLYM","High","3189","Active","Alternating","6","3189.TO","Origin","Active",12438,"7/17/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,454
2016,"OLYM","Medium","3190","Active","Alternating","6","3190.TO","Origin","Active",12060,"7/1/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,470
2016,"OLYM","High","3191","Active","Alternating","6","3191.TO","Origin","Active",13033,"7/24/2016",0,"A","12/07/2016 14:18","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Recent fledglings",,469
2016,"OLYM","High","3191","Active","Alternating","6","3191.TO","Origin","Active",13033,"7/24/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,468
2016,"OLYM","High","3191","Active","Alternating","6","3191.TO","Origin","Active",13033,"7/24/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Unknown contents",,472
2016,"OLYM","High","3191","Active","Alternating","6","3191.TO","Origin","Active",13033,"7/24/2016",0,"A","12/07/2016 14:18","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,467
2016,"OLYM","High","3191","Active","Alternating","6","3191.TO","Origin","Active",13033,"7/24/2016",0,"A","12/07/2016 14:18","HETH","Catharus guttatus","Hermit Thrush","Muscicapidae",1661,"Recent fledglings",,471
2016,"OLYM","High","3191","Active","Alternating","6","3191.TO","Origin","Active",13033,"7/24/2016",0,"A","12/07/2016 14:18","RCKI","Regulus calendula","Ruby-crowned Kinglet","Regulidae",1588,"Recent fledglings",,466
2016,"OLYM","High","3192","Active","Alternating","6","3192.TO","Origin","Active",12417,"7/14/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,453
2016,"OLYM","High","3192","Active","Alternating","6","3192.TO","Origin","Active",12417,"7/14/2016",0,"A","12/07/2016 14:18","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"Recent fledglings",,455
2016,"OLYM","High","3192","Active","Alternating","6","3192.TO","Origin","Active",12417,"7/14/2016",0,"A","12/07/2016 14:18","TOSO","Myadestes townsendi","Townsend’s Solitaire","Muscicapidae",1636,"Recent fledglings",,452
2016,"OLYM","High","3196","Active","Alternating","6","3196.TO","Origin","Active",12124,"7/6/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,438
2016,"OLYM","High","3196","Active","Alternating","6","3196.TO","Origin","Active",12124,"7/6/2016",0,"A","12/07/2016 14:18","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,437
2016,"OLYM","Medium","3198","Active","Alternating","6","3198.TO","Origin","Active",13023,"7/20/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,465
2016,"OLYM","Medium","3198","Active","Alternating","6","3198.TO","Origin","Active",13023,"7/20/2016",0,"A","12/07/2016 14:18","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,464
2016,"OLYM","Medium","3198","Active","Alternating","6","3198.TO","Origin","Active",13023,"7/20/2016",0,"A","12/07/2016 14:18","OCWA","Oreothlypis celata","Orange-crowned Warbler","Fringillidae",2068,"Recent fledglings",,463
2016,"OLYM","Medium","3200","Active","Annual","1","3200.TO","Origin","Active",11934,"6/22/2016",0,"A","12/07/2016 14:18","CBCH","Poecile rufescens","Chestnut-backed Chickadee","Paridae",1505,"Nestlings",,431
2016,"OLYM","Medium","3200","Active","Annual","1","3200.TO","Origin","Active",11934,"6/22/2016",0,"A","12/07/2016 14:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,432
2015,"MORA","Low","4001","Active","Annual","1","4001.TO","Origin","Active",491,"6/14/2015",0,"A","02/19/2016 13:49","RBSA","Sphyrapicus ruber","Red-breasted Sapsucker","Picidae",1006,"Building nest","Seen at point SS01a",351
2015,"MORA","High","4003","Active","Annual","1","4003.TO","Origin","Active",11347,"7/14/2015",0,"A","02/19/2016 13:49","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,413
2015,"MORA","High","4007","Active","Annual","1","4007.TO","Origin","Active",5533,"7/15/2015",0,"A","02/19/2016 13:49","HETH","Catharus guttatus","Hermit Thrush","Muscicapidae",1661,"Recent fledglings",,380
2015,"MORA","High","4011","Active","Annual","1","4011.TO","Origin","Active",10189,"7/21/2015",0,"A","02/19/2016 13:49","MOBL","Sialia currucoides","Mountain Bluebird","Muscicapidae",1635,"Recent fledglings",,421
2015,"MORA","High","4052","Active","Alternating","5","4052.TO","Origin","Active",8425,"7/20/2015",0,"A","02/19/2016 13:49","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,383
2015,"MORA","High","4052","Active","Alternating","5","4052.TO","Origin","Active",2622,"7/21/2015",0,"A","02/19/2016 13:49","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,426
2015,"MORA","Medium","4074","Active","Alternating","5","4074.TO","Origin","Active",4579,"6/20/2015",0,"A","02/19/2016 13:49","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,386
2015,"MORA","Medium","4076","Active","Alternating","5","4076.TO","Origin","Active",11548,"7/15/2015",0,"A","02/19/2016 13:49","CHSP","Spizella passerina","Chipping Sparrow","Fringillidae",1894,"Recent fledglings",,423
2015,"MORA","Medium","4076","Active","Alternating","5","4076.TO","Origin","Active",11548,"7/15/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,422
2015,"MORA","Medium","4076","Active","Alternating","5","4076.TO","Origin","Active",11548,"7/15/2015",0,"A","02/19/2016 13:49","YEWA","Setophaga petechia","Yellow Warbler","Fringillidae",2101,"Recent fledglings",,424
2015,"MORA","High","4083","Active","Alternating","5","4083.TO","Origin","Active",4078,"7/20/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,407
2015,"NOCA","High","1014","Active","Annual","1","1014.TO","Origin","Active",9291,"7/27/2015",0,"A","02/19/2016 13:49","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Recent fledglings",,389
2015,"NOCA","High","1014","Active","Annual","1","1014.TO","Origin","Active",9291,"7/27/2015",0,"A","02/19/2016 13:49","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,425
2015,"NOCA","High","1014","Active","Annual","1","1014.TO","Origin","Active",9291,"7/27/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,388
2015,"NOCA","Medium","1015","Active","Annual","1","1015.TO","Origin","Active",10260,"6/7/2015",0,"A","02/19/2016 13:49","YEWA","Setophaga petechia","Yellow Warbler","Fringillidae",2101,"Eggs observed",,414
2015,"NOCA","High","1016","Active","Annual","1","1016.TO","Origin","Active",10055,"7/27/2015",0,"A","02/19/2016 13:49","CHSP","Spizella passerina","Chipping Sparrow","Fringillidae",1894,"Recent fledglings",,394
2015,"NOCA","High","1016","Active","Annual","1","1016.TO","Origin","Active",10055,"7/27/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,392
2015,"NOCA","High","1016","Active","Annual","1","1016.TO","Origin","Active",10055,"7/27/2015",0,"A","02/19/2016 13:49","TOWA","Setophaga townsendi","Townsend’s Warbler","Fringillidae",2123,"Recent fledglings",,395
2015,"NOCA","High","1016","Active","Annual","1","1016.TO","Origin","Active",10055,"7/27/2015",0,"A","02/19/2016 13:49","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Recent fledglings",,393
2015,"NOCA","Medium","1018","Active","Annual","1","1018.TO","Origin","Active",9509,"6/13/2015",0,"A","02/19/2016 13:49","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Recent fledglings",,359
2015,"NOCA","High","1019","Active","Annual","1","1019.TO","Origin","Active",7300,"7/7/2015",0,"A","02/19/2016 13:49","CHSP","Spizella passerina","Chipping Sparrow","Fringillidae",1894,"Recent fledglings",,409
2015,"NOCA","High","1019","Active","Annual","1","1019.TO","Origin","Active",7300,"7/7/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,358
2015,"NOCA","High","1019","Active","Annual","1","1019.TO","Origin","Active",7300,"7/7/2015",0,"A","02/19/2016 13:49","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,357
2015,"NOCA","High","1019","Active","Annual","1","1019.TO","Origin","Active",7300,"7/7/2015",0,"A","02/19/2016 13:49","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"Recent fledglings",,410
2015,"NOCA","High","1019","Active","Annual","1","1019.TO","Origin","Active",7300,"7/7/2015",0,"A","02/19/2016 13:49","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Recent fledglings",,356
2015,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",9409,"6/5/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,348
2015,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",9409,"6/5/2015",0,"A","02/19/2016 13:49","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Recent fledglings",,349
2015,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",9409,"6/5/2015",0,"A","02/19/2016 13:49","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Building nest",,416
2015,"NOCA","High","1021","Active","Annual","1","1021.TO","Origin","Active",10053,"7/24/2015",0,"A","02/19/2016 13:49","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,418
2015,"NOCA","High","1021","Active","Annual","1","1021.TO","Origin","Active",10053,"7/24/2015",0,"A","02/19/2016 13:49","NOFL","Colaptes auratus","Northern Flicker","Picidae",1028,"Recent fledglings",,419
2015,"NOCA","High","1021","Active","Annual","1","1021.TO","Origin","Active",10053,"7/24/2015",0,"A","02/19/2016 13:49","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Recent fledglings",,387
2015,"NOCA","Medium","1022","Active","Annual","1","1022.TO","Origin","Active",328,"6/12/2015",0,"A","02/19/2016 13:49","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Nestlings",,355
2015,"NOCA","Low","1023","Active","Annual","1","1023.TO","Origin","Active",5738,"6/10/2015",0,"A","02/19/2016 13:49","CBCH","Poecile rufescens","Chestnut-backed Chickadee","Paridae",1505,"Eggs observed",,415
2015,"NOCA","Medium","1024","Active","Annual","1","1024.TO","Origin","Active",2749,"7/3/2015",0,"A","02/19/2016 13:49","BHGR","Pheucticus melanocephalus","Black-headed Grosbeak","Fringillidae",2169,"Eggs observed","3 eggs",354
2015,"NOCA","Medium","1024","Active","Annual","1","1024.TO","Origin","Active",2749,"7/3/2015",0,"A","02/19/2016 13:49","WAVI","Vireo gilvus","Warbling Vireo","Vireonidae",1421,"Nestlings","3 nestlings 1 egg unhatched",353
2015,"NOCA","Medium","1042","Active","Alternating","5","1042.TO","Origin","Active",5138,"6/22/2015",0,"A","02/19/2016 13:49","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Recent fledglings",,371
2015,"NOCA","Medium","1042","Active","Alternating","5","1042.TO","Origin","Active",5138,"6/22/2015",0,"A","02/19/2016 13:49","VATH","Ixoreus naevius","Varied Thrush","Turdidae",1687,"Recent fledglings",,370
2015,"NOCA","Medium","1042","Active","Alternating","5","1042.TO","Origin","Active",1464,"6/23/2015",0,"A","02/19/2016 13:49","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Recent fledglings",,374
2015,"NOCA","Medium","1044","Active","Alternating","5","1044.TO","Origin","Active",5751,"7/18/2015",0,"A","02/19/2016 13:49","BHGR","Pheucticus melanocephalus","Black-headed Grosbeak","Fringillidae",2169,"Recent fledglings",,363
2015,"NOCA","Medium","1044","Active","Alternating","5","1044.TO","Origin","Active",5751,"7/18/2015",0,"A","02/19/2016 13:49","CHSP","Spizella passerina","Chipping Sparrow","Fringillidae",1894,"Recent fledglings",,362
2015,"NOCA","Medium","1044","Active","Alternating","5","1044.TO","Origin","Active",3548,"7/17/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,361
2015,"NOCA","Medium","1044","Active","Alternating","5","1044.TO","Origin","Active",3548,"7/17/2015",0,"A","02/19/2016 13:49","HAFL","Empidonax hammondii","Hammond's Flycatcher","Tyrannidae",1365,"Recent fledglings",,360
2015,"NOCA","High","1055","Active","Alternating","5","1055.TO","Origin","Active",8249,"7/15/2015",0,"A","02/19/2016 13:49","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Recent fledglings",,366
2015,"NOCA","High","1055","Active","Alternating","5","1055.TO","Origin","Active",8249,"7/15/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,365
2015,"NOCA","High","1055","Active","Alternating","5","1055.TO","Origin","Active",9916,"7/14/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,367
2015,"NOCA","High","1055","Active","Alternating","5","1055.TO","Origin","Active",9916,"7/14/2015",0,"A","02/19/2016 13:49","WTPT","Lagopus leucura","White-tailed Ptarmigan","Phasianidae",158,"Recent fledglings",,368
2015,"NOCA","High","1055","Active","Alternating","5","1055.TO","Origin","Active",8249,"7/15/2015",0,"A","02/19/2016 13:49","WTPT","Lagopus leucura","White-tailed Ptarmigan","Phasianidae",158,"Recent fledglings","3 chicks",364
2015,"NOCA","High","1055","Active","Alternating","5","1055.TO","Origin","Active",9916,"7/14/2015",0,"A","02/19/2016 13:49","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Recent fledglings",,369
2015,"NOCA","High","1058","Active","Alternating","5","1058.TO","Origin","Active",4260,"7/28/2015",0,"A","02/19/2016 13:49","AMPI","Anthus rubescens","American Pipit","Passeridae",1757,"Recent fledglings",,390
2015,"NOCA","High","1058","Active","Alternating","5","1058.TO","Origin","Active",4260,"7/28/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,391
2015,"NOCA","High","1060","Active","Alternating","5","1060.TO","Origin","Active",2209,"7/26/2015",0,"A","02/19/2016 13:49","CHSP","Spizella passerina","Chipping Sparrow","Fringillidae",1894,"Recent fledglings",,397
2015,"NOCA","High","1060","Active","Alternating","5","1060.TO","Origin","Active",2209,"7/26/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,398
2015,"NOCA","High","1060","Active","Alternating","5","1060.TO","Origin","Active",2209,"7/26/2015",0,"A","02/19/2016 13:49","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Recent fledglings",,396
2015,"NOCA","High","1064","Active","Alternating","5","1064.TO","Origin","Active",5900,"7/4/2015",0,"A","02/19/2016 13:49","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,373
2015,"NOCA","High","1064","Active","Alternating","5","1064.TO","Origin","Active",5900,"7/4/2015",0,"A","02/19/2016 13:49","HETH","Catharus guttatus","Hermit Thrush","Muscicapidae",1661,"Nestlings",,372
2015,"NOCA","Low","1067","Active","Alternating","5","1067.TO","Origin","Active",9994,"6/21/2015",0,"A","02/19/2016 13:49","BRCR","Certhia americana","Brown Creeper","Certhiidae",1520,"Recent fledglings",,350
2015,"OLYM","Low","3001","Active","Annual","1","3001.TO","Origin","Active",7096,"5/20/2015",0,"A","02/19/2016 13:49","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Recent fledglings",,378
2015,"OLYM","Low","3121","Active","Annual","1","3121.TO","Origin","Active",11436,"5/30/2015",0,"A","02/19/2016 13:49","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Nestlings",,417
2015,"OLYM","High","3124","Active","Annual","1","3124.TO","Origin","Active",8436,"6/29/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,406
2015,"OLYM","High","3125","Active","Annual","1","3125.TO","Origin","Active",1502,"7/9/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,379
2015,"OLYM","High","3127","Active","Annual","1","3127.TO","Origin","Active",4322,"6/28/2015",0,"A","02/19/2016 13:49","AMDI","Cinclus mexicanus","American Dipper","Cinclidae",1584,"Recent fledglings",,404
2015,"OLYM","High","3127","Active","Annual","1","3127.TO","Origin","Active",4322,"6/28/2015",0,"A","02/19/2016 13:49","ATTW","Picoides dorsalis","American Three-toed Woodpecker","Picidae",1009,"Eggs observed",,403
2015,"OLYM","High","3127","Active","Annual","1","3127.TO","Origin","Active",4322,"6/28/2015",0,"A","02/19/2016 13:49","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"Recent fledglings","So tiny and cute!",401
2015,"OLYM","Low","3165","Active","Alternating","5","3165.TO","Origin","Active",10656,"5/29/2015",0,"A","02/19/2016 13:49","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Nestlings",,382
2015,"OLYM","Low","3169","Active","Alternating","5","3169.TO","Origin","Active",5394,"5/29/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Eggs observed",,420
2015,"OLYM","Low","3170","Active","Alternating","5","3170.TO","Origin","Active",3013,"6/5/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Eggs observed","3 nestlings, 1 egg",399
2015,"OLYM","High","3175","Active","Alternating","5","3175.TO","Origin","Active",3956,"7/7/2015",0,"A","02/19/2016 13:49","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,352
2015,"OLYM","High","3175","Active","Alternating","5","3175.TO","Origin","Active",3956,"7/7/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings","Could have been GCKI or TOWA",376
2015,"OLYM","Medium","3178","Active","Alternating","5","3178.TO","Origin","Active",9358,"6/24/2015",0,"A","02/19/2016 13:49","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,402
2015,"OLYM","Medium","3178","Active","Alternating","5","3178.TO","Origin","Active",9358,"6/24/2015",0,"A","02/19/2016 13:49","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Recent fledglings",,377
