"Rare_bird_obs_ID","Obs_year","Park_code","Species","Sci_name","Com_name","Taxon_family","Taxon_sort","Obs_date_str","Obs_time_str","Observer_1","Observer_2","Group_size","Nest_activity","Obs_distance_m","Rare_obs_notes","Location_name","Point_code","UTME_public","UTMN_public","Public_offset","UTM_east","UTM_north","Coord_type","Datum","Est_horiz_error","Elevation_m","Field_UTME","Field_UTMN","Field_datum","Field_horiz_error","Field_coord_source","GPS_model","GPS_file_name","Coordinate_notes","Obs_excluded","DPL_code","DPL_date_str","QA_notes"
542,2016,"LEWI","WTKI","Elanus leucurus","White-tailed Kite","Accipitridae",815,"5/26/2016","12:50","Levering_Ryan","Montgomery_Graham",1,"No nest observed",150,"Gray and white raptor with circular black patches at ""elbows.""","Yeon",,427746,5104754,"Actual",427746,5104754,"Field","NAD83",,11.80,427746,5104754,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
547,2016,"MORA","BADO","Strix varia","Barred Owl","Strigidae",908,"6/27/2016","05:55","Holmgren_Mandy","Tudor_Erin",2,"No nest observed",78,"We saw 2 BADOs during a point count- they never vocalized, but stayed in view for most of the count, preening themselves and each other. They were large, grayish, with obvious barring on their chests.","Green Lake Trail","4031.NW02",586900,5204606,"Actual",586899.521,5204606.065,"Uncorrected","NAD83",,810.00,586894,5204604,"NAD83",12,"GPS","Garmin GPS 60 series","4031.NW02",,0,"A","12/07/2016 14:18",
539,2016,"MORA","BADO","Strix varia","Barred Owl","Strigidae",908,"7/15/2016","12:52","Krohn_Katherine",,1,"No nest observed",,"Barred owl responded to SPOW hooting with the ""who cooks for you"" vocalization.","Mowich Lake","4067.SS01",587020,5196874,"Actual",587020,5196874,"Field","NAD83",4,1429.20,587020,5196874,"NAD83",4,"GPS","Garmin GPS 60 series","4067.SS01",,0,"A","12/07/2016 14:18",
536,2016,"MORA","BADO","Strix varia","Barred Owl","Strigidae",908,"6/27/2016","09:34","Krohn_Katherine",,1,"No nest observed",200,"Heard the ""who cooks for you"" vocalization multiple times after SPOW hooting.","Green Lake Trail","4031.SE05",586891,5203545,"Actual",586891,5203545,"Field","NAD83",23,974.30,586891,5203545,"NAD83",23,"GPS","Garmin GPS 60 series","4031.SE05",,0,"A","12/07/2016 14:18",
546,2016,"MORA","BADO","Strix varia","Barred Owl","Strigidae",908,"6/25/2016","10:09","Holmgren_Mandy","Tudor_Erin",1,"No nest observed",35,"In response to my SPOW hooting, 2 owls came in fairly close. One hooted the classic ""who cooks for you..."" series hoot, but the other had a very bizarre hoot, almost like something was wrong with it. I told the owl crew, who went to look for it, but never found anything strange. They said it was possibly a hybrid. Inconclusive.","Kautz Creek","4009.WW05",587221,5179660,"Actual",587220.732,5179659.665,"Uncorrected","NAD83",,1327.20,587219,5179660,"NAD83",10,"GPS","Garmin GPS 60 series","4009.WW05",,0,"A","12/07/2016 14:18",
559,2016,"MORA","BADO","Strix varia","Barred Owl","Strigidae",908,"6/24/2016","19:00","Holmgren_Mandy",,1,"Recent fledglings",50,"I heard the hissing of juvenile BADOs as well as the contact whistling of an adult BADO. This was a known location.","Nisqually House",,582678,5177012,"Actual",582678,5177012,"Field","NAD83",,618.50,582678,5177012,"NAD83",,"Map","None",,,0,"A","12/07/2016 14:18",
538,2016,"MORA","NOPO","Glaucidium gnoma","Northern Pygmy-Owl","Strigidae",895,"7/20/2016","05:33","Krohn_Katherine","Tudor_Erin",1,"No nest observed",,"Single repeated hoot typical of NOPO heard at NW01 and NW08.","North Puyallup Camp","4078.NW01",584407,5189399,"Actual",584407,5189399,"Field","NAD83",3,1145.50,584407,5189399,"NAD83",3,"GPS","Garmin GPS 60 series","4078.NW01",,0,"A","12/07/2016 14:18",
537,2016,"MORA","SPOW","Strix occidentalis","Spotted Owl","Strigidae",906,"7/21/2016","12:16","Tudor_Erin",,1,"No nest observed",65,"Heard in response to my SPOW hooting, after 1:30 minutes of hooting. I wasn't able to get a visual, but got the characteristic SPOW series hoot (4- noted pattern). It hooted a few times and was then quiet. Up cliffy slope above trail.","North Puyallup Camp","4078.SE05",585086,5188952,"Actual",585086,5188952,"Field","NAD83",4,1094.90,585086,5188952,"NAD83",4,"GPS","Garmin GPS 60 series","4078.SE05",,0,"A","12/07/2016 14:18",
518,2016,"NOCA","ATTW","Picoides dorsalis","American Three-toed Woodpecker","Picidae",1009,"7/11/2016","16:00","Montgomery_Graham",,1,"No nest observed",,"Male with yellow on crown. First heard pecking at bark. Barred flanks and back.","Near Dagger Lake",,672829,5371025,"Actual",672829,5371025,"Field","NAD83",,1675.80,672829,5371025,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
551,2016,"NOCA","ATTW","Picoides dorsalis","American Three-toed Woodpecker","Picidae",1009,"7/12/2016","05:52","Montgomery_Graham",,1,"No nest observed",34,"I heard woodpecker drumming once, and saw it fly from far away (in the forest). I managed to see it through a gap in the branches- a male with a yellow crown and barred flanks and back.","Transect near Fireweed Camp","1056.SS03",669723,5370323,"Actual",669723,5370323,"Field","NAD83",24,1219.10,669723,5370323,"NAD83",24,"GPS","Garmin GPS 60 series","173",,0,"A","12/07/2016 14:18",
514,2016,"NOCA","ATTW","Picoides dorsalis","American Three-toed Woodpecker","Picidae",1009,"7/27/2016","08:45","Montgomery_Graham",,2,"No nest observed",,"Male and female, both drumming. Male with yellow on crown, both with barred flanks and back.","Boundary transect (Chilliwack)","1021.NE12",610418,5415308,"Actual",610418,5415308,"Field","NAD83",10,1003.00,610418,5415308,"NAD83",10,"GPS","Garmin GPS 60 series","1021.NE12",,0,"A","12/07/2016 14:18",
550,2016,"NOCA","BADO","Strix varia","Barred Owl","Strigidae",908,"6/28/2016","08:54","Levering_Ryan",,1,"No nest observed",,"In response to my SPOW hooting, a BADO flew in and started hooting the classic ""who cooks for you"" series hoot.","Big Beaver","1070.SW03",641333,5404155,"Actual",641333,5404155,"Field","NAD83",10,533.80,641333,5404155,"NAD83",10,"GPS","Garmin GPS 60 series","1070.SW03",,0,"A","12/07/2016 14:18",
558,2016,"NOCA","BADO","Strix varia","Barred Owl","Strigidae",908,"6/14/2016","21:00","Holmgren_Mandy",,1,"Recent fledglings",10,"I initially heard the hissing of 2 juvenile strix owls (presumably BADOs), so I did a few BADO hoots just to confirm that they weren't SPOWs, and after about 7 minutes, one adult BADO came in ~10m away from me and hooted, just the last part of the standard call (the ""you-all"" part). It was the same part of the whole series that I hooted.","Stehekin Bakery area",,671656,5354828,"Actual",671656,5354828,"Field","NAD83",,339.60,671656,5354828,"NAD83",,"Map","None",,,0,"A","12/07/2016 14:18",
515,2016,"NOCA","BADO","Strix varia","Barred Owl","Strigidae",908,"6/26/2016","09:33","Montgomery_Graham",,2,"No nest observed",,"Female and male called in response to SPOW hooting. Pair in likely habitat for nesting, and perhaps acting territorial.","Cosho Camp","1051.NW01",652722,5381615,"Actual",652722,5381615,"Field","NAD83",9,1153.30,652722,5381615,"NAD83",9,"GPS","Garmin GPS 60 series","1051.NW01",,0,"A","12/07/2016 14:18",
505,2016,"NOCA","BAEA","Haliaeetus leucocephalus","Bald Eagle","Accipitridae",839,"6/25/2016","08:20","Levering_Ryan",,2,"No nest observed",110,"Many corvids and woodpeckers also in the area, could hear two birds calling in the distance overhead.","McAllister","1013.EE07",643720,5388135,"Actual",643720,5388135,"Field","NAD83",19,545.70,643720,5388135,"NAD83",19,"GPS","Garmin GPS 60 series","1013.EE07",,0,"A","12/07/2016 14:18",
517,2016,"NOCA","BBWO","Picoides arcticus","Black-backed Woodpecker","Picidae",1010,"7/18/2016","09:45","Montgomery_Graham",,1,"No nest observed",,"Seen on way up trail after transect. First heard calling, then had great views only a few meters away. All black back, in a burn.","Purple Creek Trail",,676700,5353431,"Actual",676700,5353431,"Field","NAD83",,1434.40,676700,5353431,"NAD83",,"Map","None",,,0,"A","12/07/2016 14:18",
549,2016,"NOCA","BLSW","Cypseloides niger","Black Swift","Apodidae",282,"7/12/2016","06:46","Montgomery_Graham",,3,"No nest observed",235,"Three BLSWs seen on transect. They were large, all-dark swifts with long wings. Much bigger than VASWs.","Transect near Fireweed Camp","1056.SS05",669988,5370316,"Actual",669988,5370316,"Field","NAD83",11,1265.70,669988,5370316,"NAD83",11,"GPS","Garmin GPS 60 series","1056.SS05",,0,"A","12/07/2016 14:18",
535,2016,"NOCA","BLSW","Cypseloides niger","Black Swift","Apodidae",282,"6/21/2016","08:30","Montgomery_Graham",,3,"No nest observed",,"Large all-dark swifts with long wings. Much bigger than VASWs.","Agg Ponds, Newhalem",,625725,5390484,"Actual",625725,5390484,"Field","NAD83",,136.40,625725,5390484,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
534,2016,"NOCA","BLSW","Cypseloides niger","Black Swift","Apodidae",282,"6/18/2016","08:00","Montgomery_Graham",,132,"No nest observed",200,"Also at other points on transect 1015. Large all-dark swifts with long wings. Much bigger than VASWs.","Stehekin River, near Park Creek","1015.WW10",654252,5365999,"Actual",654252,5365999,"Field","NAD83",10,686.40,654252,5365999,"NAD83",10,"GPS","Garmin GPS 60 series","087",,0,"A","12/07/2016 14:18",
533,2016,"NOCA","BLSW","Cypseloides niger","Black Swift","Apodidae",282,"7/29/2016","09:30","Montgomery_Graham",,1,"No nest observed",,"Heard only, after transect. Maybe more than 1. Distinctive call.","Copper Ridge transect , E of Copper Lake",,614326,5421153,"Actual",614326,5421153,"Field","NAD83",,1718.80,614326,5421153,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
548,2016,"NOCA","BLSW","Cypseloides niger","Black Swift","Apodidae",282,"7/10/2016","06:19","Montgomery_Graham",,3,"No nest observed",60,"Three BLSWs seen and heard on transect. They were large, all-dark swifts with long wings. Much bigger than VASWs.","North Fork Camp","1047.NE04",659769,5369513,"Actual",659769,5369513,"Field","NAD83",4,872.50,659769,5369513,"NAD83",4,"GPS","Garmin GPS 60 series","1047.NE04",,0,"A","12/07/2016 14:18",
522,2016,"NOCA","BUOR","Icterus bullockii","Bullock's Oriole","Fringillidae",2020,"5/20/2016","07:00","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",,"Female. Giving distinctive oriole chatter, seen briefly also. Classic sharp icterid bill, with gray and orange/yellow plumage.","Stehekin",,673629,5353900,"Actual",673629,5353900,"Field","NAD83",,384.60,673629,5353900,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
521,2016,"NOCA","CITE","Anas cyanoptera","Cinnamon Teal","Anatidae",59,"5/20/2016","08:15","Montgomery_Graham",,2,"No nest observed",,"Saw male and female. Unmistakable.","Stehekin/Chelan",,672068,5354622,"Actual",672068,5354622,"Field","NAD83",,335.10,672068,5354622,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
516,2016,"NOCA","EAKI","Tyrannus tyrannus","Eastern Kingbird","Tyrannidae",1333,"6/19/2016","08:30","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",,"Unmistakable kingbird with black above, white below, and white tail fringe.","Diablo",,636614,5397411,"Actual",636614,5397411,"Field","NAD83",,269.20,636614,5397411,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
526,2016,"NOCA","EUCD","Streptopelia decaocto","Eurasian Collared-dove","Columbidae",192,"5/16/2016","08:30","Montgomery_Graham",,1,"No nest observed",,"Very large dove- uniform pale tan with blunted wings and tail.","Newhalem",,629024,5392530,"Actual",629024,5392530,"Field","NAD83",,153.20,629024,5392530,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
527,2016,"NOCA","GOEA","Aquila chrysaetos","Golden Eagle","Accipitridae",821,"5/11/2016","12:00","Montgomery_Graham",,2,"No nest observed",,"Pair flying north, high. Very large all-dark raptors, was able to see golden nape on one. Good looks.","Company Creek Rd., Stehekin",,666305,5359536,"Actual",666305,5359536,"Field","NAD83",,393.80,666305,5359536,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
520,2016,"NOCA","LEFL","Empidonax minimus","Least Flycatcher","Tyrannidae",1364,"6/14/2016","11:00","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",80,"Small empidonax giving fast, repeated distinctive ""che-bek"" song constantly over the course of the several days we were there.","Stehekin, near N end of Lake Chelan",,672184,5354824,"Actual",672184,5354824,"Field","NAD83",,336.20,672184,5354824,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
531,2016,"NOCA","PEFA","Falco peregrinus","Peregrine Falcon","Falconidae",1061,"5/17/2016","15:15","Grim_Ellen",,1,"No nest observed",,"Bird heard first, then seen well. It was flying around cliffy area E/NE of Newhalem (by 1 km). Checked call after with recording. Large falcon silhouette evident. Also, Jason Ransom reported nest in area.","Newhalem",,629351,5392917,"Actual",629351,5392917,"Field","NAD83",,177.50,629351,5392917,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
528,2016,"NOCA","PRFA","Falco mexicanus","Prairie Falcon","Falconidae",1062,"7/28/2016","11:45","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",20,"Amazing views as it cruised down Copper Ridge and over the lookout as we were having lunch. Chased by a pipit. Black axillaries, blunted wingtips, and all-brown back and upper wings, with less pointed wings than other falcons.","Copper Ridge Lookout",,612655,5418442,"Actual",612655,5418442,"Field","NAD83",,1914.20,612655,5418442,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
525,2016,"NOCA","REDH","Aythya americana","Redhead","Anatidae",79,"5/12/2016","10:00","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",90,"Unmistakable male. Round, red head, gray body, yellow eyes.","Stehekin/Chelan",,673491,5353965,"Actual",673491,5353965,"Field","NAD83",,341.10,673491,5353965,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
524,2016,"NOCA","RNGR","Podiceps grisegena","Red-necked Grebe","Podicipedidae",171,"5/20/2016","10:00","Holmgren_Mandy","Montgomery_Graham",2,"No nest observed",150,"Another bird seen on 5/12/16, presumably one of these. Large grebes with long necks, yellowish bills, gray cheeks, and reddish necks. Late to migrate (presumably).","Stehekin/Chelan",,673491,5353965,"Actual",673491,5353965,"Field","NAD83",,341.10,673491,5353965,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
557,2016,"NOCA","SPOW","Strix occidentalis","Spotted Owl","Strigidae",906,"5/21/2016","23:20","Holmgren_Mandy","Matsumoto-Hervol_Makie",1,"No nest observed",150,"We heard the classic 4-note series hooting of a Spotted owl up above the fire cache building and Lakeshore Trail. We tried to follow it, but it was dark out and it eventually stopped hooting.","Stehekin",,673984,5353177,"Actual",673984,5353177,"Field","NAD83",,379.30,673984,5353177,"NAD83",,"Map","None",,,0,"A","12/07/2016 14:18",
530,2016,"NOCA","WEBL","Sialia mexicana","Western Bluebird","Muscicapidae",1633,"5/21/2016","10:00","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",20,"Great looks at a male. Bright blue bluebird with orange underparts. In a burn.","Rainbow Loop Trail",,671117,5356889,"Actual",671117,5356889,"Field","NAD83",,670.60,671117,5356889,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
532,2016,"NOCA","WEKI","Tyrannus verticalis","Western Kingbird","Tyrannidae",1332,"5/16/2016","07:30","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",,"Kingbird with gray above, yellow below, short thick bill, and black tail. Seen on BioBlitz also.","Newhalem",,629056,5392707,"Actual",629056,5392707,"Field","NAD83",,157.80,629056,5392707,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
529,2016,"NOCA","WESO","Megascops kennicottii","Western Screech-Owl","Strigidae",878,"6/15/2016","04:58","Montgomery_Graham",,1,"No nest observed",29,"Heard giving distinctive bouncing ball vocalization before count, then briefly seen flying as it was harassed by robins, etc.","Stehekin airstrip","1020.WW01",669011,5357098,"Actual",669011,5357098,"Field","NAD83",4,365.20,669011,5357098,"NAD83",4,"GPS","Garmin GPS 60 series","1020.WW01",,0,"A","12/07/2016 14:18",
523,2016,"NOCA","WESO","Megascops kennicottii","Western Screech-Owl","Strigidae",878,"5/20/2016","22:00","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",3,"Seen 3m away, responded to whistled imitation of song. Mostly giving yelps, but also gave bouncing ball song.","Golden West Visitor Center, Stehekin",,673966,5353121,"Actual",673966,5353121,"Field","NAD83",,361.70,673966,5353121,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
519,2016,"NOCA","WTPT","Lagopus leucura","White-tailed Ptarmigan","Phasianidae",158,"7/27/2016","20:50","Holmgren_Mandy","Montgomery_Graham",1,"Recent fledglings",15,"1 adult and 6 chicks. Beautiful mottled small grouse with patches of white feathers still visible from spring molt (or maybe they never really fully disappear).","Copper Ridge Lookout",,612653,5418439,"Actual",612653,5418439,"Field","NAD83",,1914.20,612653,5418439,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
556,2016,"OLYM","ATTW","Picoides dorsalis","American Three-toed Woodpecker","Picidae",1009,"5/7/2016","08:30","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",50,"We heard the drumming of a woodpecker, then tracked it down to an obvious male with a yellow crown and barring on his flanks and back. He also had less white on his face than a HAWO.","Obstruction Point Rd.",,464461,5312758,"Actual",464461,5312758,"Field","NAD83",,1493.40,464461,5312758,"NAD83",,"Map","None",,,0,"A","12/07/2016 14:18",
503,2016,"OLYM","BADO","Strix varia","Barred Owl","Strigidae",908,"7/10/2016","03:30","Holmgren_Mandy","Levering_Ryan",1,"No nest observed",75,"At least one, possibly more, juvenile Barred Owl was heard begging. During the early morning (~3:50), an adult was heard doing the ""who-cooks-for-you-who-cooks-for-you-all,"" call.","Off trail near EE04","3187.EE04",463197,5310732,"Actual",463197,5310732,"Field","NAD83",5,616.00,463197,5310732,"NAD83",5,"GPS","Garmin GPS 60 series","3187.EE04",,0,"A","12/07/2016 14:18",
507,2016,"OLYM","BADO","Strix varia","Barred Owl","Strigidae",908,"6/1/2016","09:43","Holmgren_Mandy",,2,"No nest observed",25,"Two BADOs responded to my SPOW hooting and came to within 25m of me. The male flew in first, but didn't initially vocalize. Then the female flew in and started contact whistling. The male started hooting (the ""who cooks for you, who cooks for you-all"" series) shortly after. Both were large grayish Strix owls with obvious barring on chests.","East Beach area","3182.NE04",444614,5326978,"Actual",444614.24,5326978.188,"Uncorrected","NAD83",,319.90,444613,5326981,"NAD83",9,"GPS","Garmin GPS 60 series","3182NE04",,0,"A","12/07/2016 14:18",
506,2016,"OLYM","CAVI","Vireo cassinii","Cassin's Vireo","Vireonidae",1416,"6/1/2016","07:00","Holmgren_Mandy",,1,"No nest observed",88,"I heard the song of a Cassin's vireo- raspy, widely-spaced phrases that alternately rose and descended.","East Beach area","3182.NE04",444614,5326978,"Actual",444614.24,5326978.188,"Uncorrected","NAD83",,319.90,444613,5326981,"NAD83",9,"GPS","Garmin GPS 60 series","3182NE04",,0,"A","12/07/2016 14:18",
513,2016,"OLYM","CLNU","Nucifraga columbiana","Clark’s Nutcracker","Corvidae",1453,"7/23/2016","13:10","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",100,"Unmistakable. Seen and heard- mostly white bird with obvious black wings. Very loud, abrasive call.","Constance Pass area",,486118,5290681,"Actual",486118,5290681,"Field","NAD83",,1895.00,486118,5290681,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
555,2016,"OLYM","DUFL","Empidonax oberholseri","Dusky Flycatcher","Tyrannidae",1368,"5/7/2016","08:00","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",25,"We heard one very clear song of a DUFL (3-parted, clear notes with the 3rd distinctly rising in pitch) before catching a quick glimpse of it fighting with a Western wood-pewee. We didn't see or hear it again.","Obstruction Point Rd.",,463914,5312904,"Actual",463914,5312904,"Field","NAD83",,1500.80,463914,5312904,"NAD83",,"Map","None",,,0,"A","12/07/2016 14:18",
512,2016,"OLYM","EUCD","Streptopelia decaocto","Eurasian Collared-dove","Columbidae",192,"5/6/2016","07:30","Holmgren_Mandy","Montgomery_Graham",2,"No nest observed",150,"Seen and heard; we regularly have them at this location. Large pale dove with small black collar.","Ozette Ranger Station",,375896,5334747,"Actual",375896,5334747,"Field","NAD83",,9.80,375896,5334747,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
511,2016,"OLYM","EUCD","Streptopelia decaocto","Eurasian Collared-dove","Columbidae",192,"6/4/2016","06:21","Montgomery_Graham",,1,"No nest observed",82,"Likely different from individuals from 5/6; in different area. Heard singing distinctive 3-parted coo.","Ozette (Ericsons Bay Trail area)","3177.NE02",375500,5330525,"Actual",375500,5330525,"Field","NAD83",8,32.00,375500,5330525,"NAD83",8,"GPS","Garmin GPS 60 series","3177.NE02",,0,"A","12/07/2016 14:18",
508,2016,"OLYM","GOEA","Aquila chrysaetos","Golden Eagle","Accipitridae",821,"7/25/2016","08:30","Montgomery_Graham",,1,"No nest observed",,"Surprisingly low- good looks from above as it flew- all dark eagle with golden nape.","Dose Meadows area","3127.SS08",473320,5294017,"Actual",473320,5294017,"Field","NAD83",5,1622.80,473320,5294017,"NAD83",5,"GPS","Garmin GPS 60 series","3127.SS08",,0,"A","12/07/2016 14:18",
504,2016,"OLYM","MAMU","Brachyramphus marmoratus","Marbled Murrelet","Laridae",586,"7/10/2016","05:25","Grim_Ellen","Holmgren_Mandy",3,"No nest observed",124,"Marbled Murrelets (3), were heard at several points along both arms of 3187. Birds were first heard calling while we were traveling from camp site near EE04 to the TO, and then again on point counts at WW01, WW02, WW03, and WW04, always from direction of river. Call was typical high repeated note, gull-like, but distinctive and clearly heard by both observers. Birds were not seen.","WW01-WW04 of 3187 on Lillian Trail","3187.WW01",462618,5310436,"Actual",462618,5310436,"Field","NAD83",,662.30,462618,5310436,"NAD83",,"GPS","Garmin GPS 60 series","3187.WW01",,0,"A","12/07/2016 14:18",
553,2016,"OLYM","MAMU","Brachyramphus marmoratus","Marbled Murrelet","Laridae",586,"6/4/2016","04:45","Holmgren_Mandy",,1,"No nest observed",100,"I heard the ""keer keer"" seabird/gull-like calls of a MAMU flying overhead as we walked to the TO from the beach in the morning. Very distinctive.","Ozette (Ericsons Bay Trail)",,374431,5331022,"Actual",374431,5331022,"Field","NAD83",,24.40,374431,5331022,"NAD83",,"Map","None",,,0,"A","12/07/2016 14:18",
552,2016,"OLYM","MAMU","Brachyramphus marmoratus","Marbled Murrelet","Laridae",586,"7/11/2016","06:17","Holmgren_Mandy",,2,"No nest observed",257,"I heard the ""keer keer"" seabird/gull-like calls of 2 MAMUs, initially from far away, but they eventually came fairly close (within 75m) and stopped calling, possibly at a nest tree? Unmistakable calls.","Aurora Ridge","3130.SW02",433528,5319966,"Actual",433528,5319966,"Field","NAD83",19,988.10,433528,5319966,"NAD83",19,"GPS","Garmin GPS 60 series","3130.SW02",,0,"A","12/07/2016 14:18",
554,2016,"OLYM","MERL","Falco columbarius","Merlin","Falconidae",1055,"5/2/2016","16:00","Holmgren_Mandy","Montgomery_Graham",1,"No nest observed",80,"We heard the maniacal laughing call of a merlin flying overhead. We eventually got a visual as it perched on a snag and flew- a dark, medium-sized falcon with pointed wings.","E. Fork Quinault Trail",,463660,5273575,"Actual",463660,5273575,"Field","NAD83",,370.50,463660,5273575,"NAD83",,"Map","None",,,0,"A","12/07/2016 14:18",
510,2016,"OLYM","PEFA","Falco peregrinus","Peregrine Falcon","Falconidae",1061,"6/6/2016","17:30","Montgomery_Graham",,1,"No nest observed",,"Good looks. Soaring above forest against hillside. Large falcon with dark mask, dark underwings, and barred belly.","North Fork Quinault Campground",,451089,5268696,"Actual",451089,5268696,"Field","NAD83",,150.90,451089,5268696,"NAD83",,"GPS","Garmin GPS 60 series","none",,0,"A","12/07/2016 14:18",
509,2016,"OLYM","ROWR","Salpinctes obsoletus","Rock Wren","Certhiidae",1521,"6/22/2016","07:32","Holmgren_Mandy",,1,"No nest observed",206,"I heard the repeated phrases of a Rock wren high up on a rocky ridge above Deer Park Rd. (toward the ridge Blue Mountain is on)- ""churee churee churee churee"" followed by more monosyllabic repeated notes.","Deer Park/Blue Mountain","3200.NE09",479684,5312771,"Actual",479684.246,5312770.782,"Uncorrected","NAD83",,1321.00,479685,5312772,"NAD83",9,"GPS","Garmin GPS 60 series","3200.NE09",,0,"A","12/07/2016 14:18",
451,2015,"MORA","BADO","Strix varia","Barred Owl","Strigidae",908,"6/13/2015","01:30","Montgomery_Graham",,1,"No nest observed",140,"Typical ""who-cooks-for-you"" ""song""","Cougar Rock Campground",,592005,5179952,"Actual",592005,5179952,"Field","NAD83",,963.20,592005,5179952,"NAD83",,"Map","None","None",,0,"A","02/19/2016 13:49",
35,2015,"MORA","BADO","Strix varia","Barred Owl","Strigidae",908,"6/20/2015","03:15","Montgomery_Graham",,1,"No nest observed",,"Heard the Barred owl's typical ""who-cooks-for-you"" song. Note: detected at TO, but not during transect.","Laughingwater Creek","4074.TO",613793,5179475,"Actual",613793,5179475,"Field","NAD83",20,1140.30,613793,5179475,"NAD83",20,"GPS","Garmin GPS 60 series","None",,0,"A","02/19/2016 13:49",
476,2015,"MORA","GOEA","Aquila chrysaetos","Golden Eagle","Accipitridae",821,"7/16/2015","18:00","Holmgren_Mandy",,1,"No nest observed",500,"A dark, large eagle flew overhead. It had hardly any white on it, was flying with a slight dihedral, and had a relatively small head.","Tamanos Mtn.",,606916,5191839,"Actual",606916,5191839,"Field","NAD83",,2056.70,606916,5191839,"NAD83",,"Map","None","None",,0,"A","02/19/2016 13:49",
469,2015,"MORA","LISP","Melospiza lincolnii","Lincoln’s Sparrow","Fringillidae",1950,"7/15/2015","05:50","Holmgren_Mandy",,1,"No nest observed",40,"There was a sparrow with a very insistent call note that I couldn't initially ID. I tracked it down and eventually got a visual. It had a lot of gray on face, fine streaking on a buffy chest, and was brownish overall. Photo available.","Cayuse Pass area","4076.NW02",611724,5191006,"Actual",611724,5191006,"Field","NAD83",9,1368.30,611724,5191006,"NAD83",9,"GPS","Garmin GPS 60 series","None",,0,"A","02/19/2016 13:49",
468,2015,"MORA","LISP","Melospiza lincolnii","Lincoln’s Sparrow","Fringillidae",1950,"7/21/2015","05:20","Holmgren_Mandy",,1,"No nest observed",10,"I saw a Lincoln's sparrow in a small Subalpine fir in the middle of a meadow. It had a lot of gray on its face and fine streaking on a buffy chest. It was brownish overall.","Berkeley Park","4011.TO",599510,5196909,"Actual",599510,5196909,"Field","NAD83",3,1956.90,599510,5196909,"NAD83",3,"GPS","Garmin GPS 60 series","None",,0,"A","02/19/2016 13:49",
477,2015,"MORA","LISP","Melospiza lincolnii","Lincoln’s Sparrow","Fringillidae",1950,"7/15/2015","11:15","Holmgren_Mandy",,2,"No nest observed",40,"I heard from 2 birds the same call notes I had heard earlier and couldn't ID (but later saw that it was a LISP). I confirmed these as LISPs when one sang a couple of times: a bubbly, rising and falling series of notes, somewhat reminiscent of a House wren.","Cayuse Pass area",,611945,5191380,"Actual",611945,5191380,"Field","NAD83",,1425.70,611945,5191380,"NAD83",,"Map","None","None",,0,"A","02/19/2016 13:49",
