"Park_code","Point_code","Location_type","Location_status","Stratum_code","Stratum_label","Site_code","Site_status","Panel_type","Panel_name","GRTS_order","UTME_public","UTMN_public","Public_offset","UTME_best","UTMN_best","Datum","Zone","Elevation_m","Slope_deg","Aspect_deg","Trail_or_road","Azimuth_to_point","Direction_changed","Reason_for_change","Travel_notes","Location_desc","Loc_established_date","Loc_discontinued_date","Location_notes"
"MORA","4035.NN01","Survey","Active","1","High","4035","Active","Alternating","4",35,590786,5198705,"Actual",590786.198,5198704.831,"NAD83",10,1525.00,30.00,18.00,"On trail",999,0,,"Point is about 150m down trail.","Point is at a dog-leg to the left in the trail, amid many wooden staircases/waterbars. There is a view of Mother Mountain. Pt is at a curve in trail which is just past a grassy open area with cliffs above it.","7/27/2009","",
"MORA","4035.NN02","Survey","Active","1","High","4035","Active","Alternating","4",35,590813,5198855,"Actual",590812.644,5198855.373,"NAD83",10,1462.00,18.00,289.00,"On trail",999,0,,"Go down 10 switchbacks. Point is 37m after the last switchback. A large talus slope will be on your right to the East, and you will eventually cross over to the other side of this talus slope. Point is before you round a bend and get a view of the valley floor.","Point is on a fairly straight section of the trail after you pass across the talus slope on the east side of the drainage. Mountain Hemlock dominates, with an occasional Pacific Silver Fir and huckleberry understory.","7/27/2009","",
"MORA","4035.NN03","Survey","Active","1","High","4035","Active","Alternating","4",35,590911,5199067,"Actual",590911.068,5199066.635,"NAD83",10,1402.00,15.00,129.00,"On trail",999,0,,"Pace about 375m down trail. Opening at 40m and a view in the valley below. To the right at that point there is a narrow gorge with waterfalls.","Point is on trail amid lots of Mountain Hemlock, Pacific Silver Fir and Alaska Yellow Cedar. It is in between two waterbars. The uphill bar is 5.3m away and the downhill one is 6.2m. There seems to be some remnant of a trail going uphill parallel to the real trail, starting at the lower waterbar.","7/27/2009","",
"MORA","4035.NN04","Survey","Active","1","High","4035","Active","Alternating","4",35,590810,5199229,"Actual",590809.532,5199228.983,"NAD83",10,1360.00,24.00,353.00,"On trail",999,0,,"Pace 330m down trail.","Point is along trail in a fairly nondescript location. About 130 m from Cataract Valley Campground.","7/27/2009","",
"MORA","4035.NN05","Survey","Active","1","High","4035","Active","Alternating","4",35,590941,5199385,"Actual",590940.933,5199384.908,"NAD83",10,1381.00,7.00,185.00,"Off trail",45,1,"Could go off trail","Go off trail at 45 degrees. Cross a stream at 100m, then climb a hill for about 75m. The point is at the top of the hill in a relatively flat area.","Point in a flat area at top hill. Lots of Mountain Hemlock, Alaska Yellow Cedar with fewer Pacific Silver Firs and a bunch of snags.","7/27/2009","",
"MORA","4035.NN06","Survey","Active","1","High","4035","Active","Alternating","4",35,591120,5199472,"Actual",591120,5199472,"NAD83",10,1395.00,28.00,268.00,"Off trail",45,0,,"Travel along flat ridgetop (some slight up and down), then drop down into saddle between ridge and much higher cliffs. Point is located on far side of saddle where slope heads up again.","In mature mixed conifer (Mountain Hemlock, Pacific Silver fir primarily) woods on mild slope w/ much steeper slope above. Open rocky/shrubby area located to the south, several large boulders in area.","7/4/2014","",
"MORA","4035.NN07","Additional","Active","1","High","4035","Active","Alternating","4",35,591160,5199680,"Actual",591160,5199680,"NAD83",10,1378.00,30.00,326.00,"Off trail",360,1,"Too steep, going back to original direction of travel","Travel 200m North, traversing a relatively steep sideslope. Travel is fairly easy through open woods with barely any understory.","Point located on 20m wide forested ledge w/ steep slopes above and below. Through the trees it is possible to see the Cataract Creek Valley and the cliffs below Mother Mountain beyond the valley. Point just downslope of a 50cm DBH rotting log that crosses another next to a 60cm DBH mountain hemlock.","7/4/2014","",
"MORA","4035.TO","Origin","Active","1","High","4035","Active","Alternating","4",35,590790,5198582,"Actual",590790.18,5198582.112,"NAD83",10,1543.00,23.00,248.00,"On trail",999,0,,"We attempted to survey this transect the first week of July, but there was still to much snow. Large drifts and campground totally covered. July 22nd, totally melted out. 30 minute hike to TO from Cataract Valley. 2014: Campground melted out 1st week of July. NN arm relatively snow-free, NE arm quite snowy. Marmot Creek not crossable except on trail.","Pt is along a straight stretch of trail amid many waterbars. The creek is about 25m to the west.","7/27/2009","",
"MORA","4036.NW01","Survey","Active","1","High","4036","Active","Alternating","4",36,601192,5202692,"Actual",601191.715,5202692.21,"NAD83",10,1692.00,1.00,69.00,"Off trail",315,0,,"travel 100m through flat open meadows","located in open meadow, no good features to describe.  50m away from forest edge.  Hope marker is still there.","7/28/2009","",
"MORA","4036.NW02","Survey","Active","1","High","4036","Active","Alternating","4",36,601032,5202831,"Actual",601032,5202831,"NAD83",10,1675.50,18.53,340.61,"Off trail",315,0,,"enter forest at 50m, then continue, you'll be heading downhill.","falls inside a 2m by 2m ""square"" of 3 snags and one live Subalpine fir.  Several Mtn. hemlock saplings nearby.  2 of the snags have prominent black fire marks.","7/28/2009","","It is unclear if NW02 is in the location indicated by the map/GPS because the error was very high when established. This might need to be changed in the future if it isn't to ensure it is 200 m from NW01. Changed 2021 based on evaluating 3 coordinates for survey station."
"MORA","4036.NW03","Survey","Active","1","High","4036","Active","Alternating","4",36,600877,5202939,"Actual",600877.163,5202938.717,"NAD83",10,1649.00,14.00,11.00,"Off trail",315,0,,"Downhill through some open areas interspersed with denser vegetation","located in a forest clearing with Subalpine Fir saplings.  This is a nondescript point, distinctive features lacking","7/28/2009","",
"MORA","4036.NW04","Survey","Active","1","High","4036","Active","Alternating","4",36,600739,5203069,"Actual",600739.44,5203069.363,"NAD83",10,1639.00,12.00,107.00,"Off trail",315,0,,"Start going downhill, route bottoms out at creek crossing, then heads steeply up","2009: Point is on a slope in an open area with lots of beargrass surrounded by Subalpine Firs. 2014: unable to locate old feature, deactivated and set new features based on GPS coordinates. Located in clearing w/ glacier lilies and vaccinium spp. Several snags in area, forest is open and dominated by Subalpine Fir. Creek noise audible.","7/28/2009","",
"MORA","4036.NW05","Survey","Active","1","High","4036","Active","Alternating","4",36,600606,5202915,"Actual",600605.869,5202914.504,"NAD83",10,1655.00,6.00,28.00,"Off trail",225,1,"avoid steep slope","Turn to the SW, head out of forest and into a meadow.","Located in an open meadow with a pond and stream draining out from pond.  Point is on flat soggy ground 10-20m from pond edge (may vary depending on yearly water levels)","7/28/2009","",
"MORA","4036.NW06","Survey","Active","1","High","4036","Active","Alternating","4",36,600470,5202808,"Actual",600469.807,5202807.782,"NAD83",10,1685.00,6.00,54.00,"Off trail",225,0,,"Cross meadow then head up a fairly steep slope.  Last 50m are flatter.","Located in a semi-open area, lots of larger Subalpine Firs around.","7/28/2009","",
"MORA","4036.NW07","Additional","Active","1","High","4036","Active","Alternating","4",36,600303,5202671,"Actual",600303,5202671,"NAD83",10,1711.00,30.00,118.00,"Off trail",225,0,,"Continue SW. Travel over relatively flat ground for 50m, afterwards slope is more gradual then gets very steep around 170m.","On slope in moderately open woods, lots of beargrass underfoot. Several downed logs in area.","7/13/2014","",
"MORA","4036.SE01","Survey","Active","1","High","4036","Active","Alternating","4",36,601355,5202545,"Actual",601354.611,5202544.734,"NAD83",10,1695.00,2.00,356.00,"Off trail",140,0,,"pass next to the marker and enter the forest patch behind it.  The point is located right when you exit the forest.","point is located right at the edge of forest/meadow, lots of downed logs around","7/28/2009","",
"MORA","4036.SE02","Survey","Active","1","High","4036","Active","Alternating","4",36,601506,5202392,"Actual",601506.326,5202392.105,"NAD83",10,1698.00,1.00,41.00,"Off trail",140,0,,"travel from dense forest through meadows and through next line of dense forest, point about 30m beyond the tree line/","point in open meadow approx 340 m from westerly tree line","7/28/2009","",
"MORA","4036.SE03","Survey","Active","1","High","4036","Active","Alternating","4",36,601666,5202272,"Actual",601666.08,5202271.792,"NAD83",10,1696.00,2.00,128.00,"Off trail",140,0,,"walk across meadow","point is in the meadow surrounded by patch of Subalpine fir, lots of saplings <1m @ north.  Great view of Rainier.","7/28/2009","",
"MORA","4036.SE04","Survey","Active","1","High","4036","Active","Alternating","4",36,601797,5202122,"Actual",601796.75,5202122.388,"NAD83",10,1686.00,6.00,86.00,"Off trail",140,0,,"Open Travel to forest","point is on edge of forest and meadow, relatively open.","7/28/2009","",
"MORA","4036.SE05","Survey","Active","1","High","4036","Active","Alternating","4",36,601646,5201993,"Actual",601645.632,5201993.295,"NAD83",10,1696.00,1.00,85.00,"Off trail",230,1,"steep slope","travel in forest right near meadow edge","point is in a meadow surrounded my trees, right next to the main meadow","7/28/2009","",
"MORA","4036.SE06","Survey","Active","1","High","4036","Active","Alternating","4",36,601512,5201852,"Actual",601512.439,5201851.688,"NAD83",10,1697.00,1.00,153.00,"Off trail",230,0,,"throguh relatively open forest to open spot","Located in open meadow surrounded on all sides except west by trees, opening to very large meadow.  Not many features.","7/28/2009","",
"MORA","4036.SE07","Additional","Active","1","High","4036","Active","Alternating","4",36,601355,5201723,"Actual",601354.612,5201723.171,"NAD83",10,1695.00,2.00,154.00,"Off trail",230,0,,"pass a 10m thick strip of trees and travel in open meadow, point is 70m after you pass ditch.","point is in open meadow with a great view of Rainier.  No distinct features around.","7/28/2009","",
"MORA","4036.SE08","Additional","Active","1","High","4036","Active","Alternating","4",36,601214,5201589,"Actual",601214.267,5201588.689,"NAD83",10,1695.00,3.00,143.00,"Off trail",230,0,,"Travel through large meadow.","Point in the middle of large meadow, no conspicuous features, but very good gps.","7/28/2009","",
"MORA","4036.SE09","Additional","Active","1","High","4036","Active","Alternating","4",36,601064,5201458,"Actual",601064,5201458,"NAD83",10,1698.00,3.00,127.00,"Off trail",230,0,,"Continue traveling through large, open meadow.","Point is located in open meadow, very good GPS.","7/13/2014","",
"MORA","4036.SE10","Additional","Active","1","High","4036","Active","Alternating","4",36,600922,5201316,"Actual",600922,5201316,"NAD83",10,1697.00,5.19,142.81,"Off trail",230,0,,"travel across open meadow, through a forest strip and across a side meadow with one side open to the larger meadow","in a side meadow, within 15m of the far-side and back-side trees","7/13/2020","",
"MORA","4036.TO","Origin","Active","1","High","4036","Active","Alternating","4",36,601280,5202626,"Actual",601280.309,5202625.578,"NAD83",10,1692.00,2.00,358.00,"On trail",,0,,"Majestic Transect!  2009: We camped in the Grand Park cross country zone, the creek on the plateau was dry so we went toward lake eleanor to pump water in creek about 1.5 km from camp.  Bring Mosquito nets and bug spray, they are hellacious!
2014: Shortest route in (hiking) is via Lake Eleanor trail on north side of park - from Longmire, take 123 N (out of Steven's Canyon Entrance) to 410 heading towards Seattle. Take a left on FS 73 (also known as Crystal Ln or something, not super well-marked coming from the south). Follow FS 73 about ten miles past forest service gate to Eleanor Creek where the trail is visible but unmarked. Access was only available on weekends due to road work/logging; requires a NW Forest Discover Pass. Trail up to Grand Park/parking area were surprisingly popular considering how off the beaten path the trail access is located. If camping at Lake Eleanor, it's ~1 hr hike to TO and VERY buggy.",,"7/28/2009","",
"MORA","4037.TO","Origin","Proposed","3","Low","4037","Proposed","Oversample",,37,585613,5180029,"Actual",,,,10,,,,,,0,,,,"","",
"MORA","4038.TO","Origin","Proposed","3","Low","4038","Proposed","Oversample",,38,609740,5179073,"Actual",,,,10,,,,,,0,,,,"","",
"MORA","4039.NW01","Survey","Active","1","High","4039","Active","Alternating","4",39,594481,5196236,"Actual",594481.431,5196235.792,"NAD83",10,1762.00,20.00,140.00,"On trail",999,0,,"Pace 125m along trail, crossing 1 switchback.","Point is dense stand of Subalpine fir and Engelmann Spruce. A small gully is uphill, 7m away.","7/28/2009","",
"MORA","4039.NW02","Survey","Active","1","High","4039","Active","Alternating","4",39,594307,5196366,"Actual",594307.077,5196365.861,"NAD83",10,1784.00,15.00,352.00,"On trail",999,0,,"pace along trail for 275m.","Point is on trail, in meadow, 15m beyond edge of dense stand of Subalpine Fir. Point is 3m down, past protruding root in trail.","7/28/2009","",
"MORA","4039.NW03","Survey","Active","1","High","4039","Active","Alternating","4",39,594203,5196526,"Actual",594203.211,5196526.184,"NAD83",10,1829.00,19.00,150.00,"On trail",999,0,,"travel along trail for 275m, cross 5 switchbacks.","Point is on small stand of Subalpine Fir, many boulders are on trail. Point 3m beyond last switchback that climbs the slope.","7/28/2009","",
"MORA","4039.NW04","Survey","Active","1","High","4039","Active","Alternating","4",39,594091,5196694,"Actual",594090.812,5196694.183,"NAD83",10,1852.00,25.00,342.00,"On trail",999,0,,"Travel along trail, climbing slightly, crossing meadow and reaching the ""Mystic Lake"" sign 60m before descending to the point.","Point is in 2nd switchback from top, once downhill begins. A waterbar reaches halfway over the trail. Further downhill is a large boulder located inside the next switchback","7/28/2009","",
"MORA","4039.NW05","Survey","Active","1","High","4039","Active","Alternating","4",39,593961,5196834,"Actual",593960.549,5196834.357,"NAD83",10,1760.00,22.00,299.00,"On trail",999,0,,"Follow trail for 6 switchbacks and 575m.","Point is on trail at bottom of steep section with many switchbacks. Point is on a root that crosses the trail. A 5m long open sandy area borders the trail to the west.","7/28/2009","",
"MORA","4039.NW06","Survey","Active","1","High","4039","Active","Alternating","4",39,593895,5197036,"Actual",593895.43,5197035.606,"NAD83",10,1742.00,4.00,279.00,"On trail",999,0,,"Travel 200m along trail across meadow.","Point is on trail on meadow, on only spot on trail where 20cm dbh Subalpine Firs are on both side of the trail.","7/28/2009","",
"MORA","4039.NW07","Additional","Active","1","High","4039","Active","Alternating","4",39,593808,5197240,"Actual",593808,5197240,"NAD83",10,1732.00,6.00,26.00,"On trail",,0,,"Pace ~250m down Wonderland Trail","Located on Wonderland Trail - to the south is a sort of alley between trees that heads back out to the open meadow through which you just traveled, to the north is an open meadow and a view of the ridge up to Moraine Park.","7/21/2014","",
"MORA","4039.NW08","Additional","Active","1","High","4039","Active","Alternating","4",39,593782,5197445,"Actual",593782,5197445,"NAD83",10,1712.00,12.00,48.00,"On trail",,0,,"Pace 210m down Wonderland Trail.","Point is on Wonderland Trail. Several young subalpine firs and mountain hemlocks to the east, thicker older growth of same species is slightly upslope to the west. Rocky cliffs of Moraine Park visible to the north and east.","7/21/2014","",
"MORA","4039.NW09","Additional","Active","1","High","4039","Active","Alternating","4",39,593712,5197626,"Actual",593712,5197626,"NAD83",10,1694.50,3.34,9.86,"On trail",999,0,,"none","in tiny elbow on trail with a massive boulder off-trail to the NE. Walknig to the point, stop just before you're about to enter an area with trees on both sides of the trail","7/16/2020","",
"MORA","4039.SW01","Survey","Active","1","High","4039","Active","Alternating","4",39,594464,5196117,"Actual",594464.399,5196116.992,"NAD83",10,1759.00,8.00,63.00,"Off trail",225,0,,"Travel 100m at 225 degrees.","Down log is conspicuous.  Pt is on gently sloping hillside with many spotty sub-alpine fir.","7/28/2009","",
"MORA","4039.SW02","Survey","Active","1","High","4039","Active","Alternating","4",39,594346,5195962,"Actual",594345.712,5195961.547,"NAD83",10,1805.00,15.00,10.00,,225,0,,"Continue at 225 degrees.  Cross a small stream.  At the stream crossing there are two branches (makes a Y). Stay to the left of the dense sub-alpine fir stand, going along the mossy streambed.  Travel up open grassy/dirt area and slightly veer back into sub-alpine firs.  Point is in a clearing with a large fallen log.  Ultimate bearing probably close to 215-220 degrees.","Point is in a small clearing with a large down log in the middle.  Tall stands of Englemann Spruce and Subalpine FIr to the East and West.  Many krummholtz Subalpine fir.  Great views of Rainier to the south and Old Desolate to the north.","7/28/2009","",
"MORA","4039.SW03","Survey","Active","1","High","4039","Active","Alternating","4",39,594365,5195743,"Actual",594364.818,5195743.25,"NAD83",10,1866.00,12.00,316.00,"Off trail",180,1,"follow topography","Travel due south up meadow.  Second hundred meters are steeper.  Point is at top of hill.  Stay between dense stands fo trees so that point is about 20m east of it if it were exactly at 180 degrees.","No conspicuous features.  Point is at top of hillside when it flattens out just as you reach the top.  Lots of Subalpine fir with some whitebark pine.  Several big clusters of white, barkless, sprawling down trees.","7/28/2009","",
"MORA","4039.SW04","Survey","Active","1","High","4039","Active","Alternating","4",39,594503,5195606,"Actual",594502.844,5195605.59,"NAD83",10,1856.00,7.00,84.00,"Off trail",135,1,"avoid steep cliff","Travel easy over sub-alpine meadow the whole way.","Point is in a stretch of meadow surrounded by gently flowing streams.  To the east is a dense line of conifers below Mineral Mountain.  To all other direcftions is meadow.  To the south is a large ridge of skree slope before Carbon Glacier.","7/28/2009","",
"MORA","4039.SW05","Survey","Active","1","High","4039","Active","Alternating","4",39,594675,5195499,"Actual",594674.813,5195499.221,"NAD83",10,1917.00,18.00,282.00,"Off trail",135,0,,"Continue SE for 200m.  At about 90m you encounter a very thick, very steep area of conifers.  After 140m you exit the woods and enter a strip of meadow bursting with wildflowers.  Point is on the far side of meadow near the next line of trees.","Point is in a narrow stretch of meadow that runs roughly NW/SE between thick stands of conifers.  It is on far (SE) side of meadow just before start of trees.  Amazing views!","7/28/2009","",
"MORA","4039.SW06","Survey","Active","1","High","4039","Active","Alternating","4",39,594815,5195368,"Actual",594815.325,5195367.93,"NAD83",10,1934.50,24.70,90.31,"Off trail",135,0,,"Travel upslope and over saddle. Go down slope into soft, silty substrate. No vegetation near point. Head waters of the W fork of the White River are very loud - will likely get visual detections only. Keep an ear out for RCKI upslope and an eye out for birds in trees downslope. NOTE: In 2020 the other side of the saddle held snow. Following wetter winters, or during slower melts, microspikes may be necessary if top layer has not begun to soften.","Point is out in the open on soft, silty slope. No veg within 50m. May be snow covered some years. Take extra safety precautions during high snow pack years.","7/16/2020","",
"MORA","4039.TO","Origin","Active","1","High","4039","Active","Alternating","4",39,594537,5196180,"Actual",594537.169,5196179.834,"NAD83",10,1744.00,7.00,53.00,"On trail",,0,,"Camped at Mystic Lake campground. TO is a 15 minute walk from there. Lots of mosquitoes- be prepared.
Combined w/ 4011 and 4043 into an AWESOME tour.","TO is on path in dense stand of Engelmann Spruce and Subalpine fir . Many roots cross path.","7/28/2009","",
"MORA","4040.TO","Origin","Proposed","3","Low","4040","Proposed","Oversample",,40,609889,5183599,"Actual",,,,10,,,,,,0,,,,"","",
"MORA","4041.TO","Origin","Rejected","2","Medium","4041","Rejected",,,41,590746,5178510,"Actual",,,,10,,,,,,0,,,,"","",
"MORA","4042.NN01","Survey","Active","2","Medium","4042","Active","Alternating","3",42,584677,5183085,"Actual",584677.058,5183084.727,"NAD83",10,1102.00,24.00,107.00,"Off trail",360,0,,"Scramble 6 m up bare dirt slope from road.  Follow NN bearing 65 m to top of small ridge.  Go over ridge and traverse N slope of small hollow to point.","On SE aspect slope, 1 m below stump described in features.  Point overlooks hollow formed by S and E running ridges.  >122 cm DBH Western redcedar stands out.","6/23/2008","",
"MORA","4042.NN02","Survey","Active","2","Medium","4042","Active","Alternating","3",42,584665,5183306,"Actual",584664.512,5183306.04,"NAD83",10,1212.00,33.00,144.00,"Off trail",360,0,,"Follow the side of the slope through thick yew brush, crossing a drainage at 40 m.  Aspect will gradually change from SE to E.  Continute uphill, yew brush ends and bear grass / Vaccinium begins, continue to small clearing.  Pacing was a bit confusing on the way down - may need to rely of gps / features - probably closer to 220 m to point.","Point is on steep S facing slope of Emerald Ridge, at SW corner of 15 x 15 m clearing in little patch of Vaccinium and Pacific yew.  Clearing is mostly bear grass, Vacc. and Oregon grape.","6/23/2008","",
"MORA","4042.NN03","Survey","Active","2","Medium","4042","Active","Alternating","3",42,584623,5183488,"Actual",584623.386,5183487.588,"NAD83",10,1311.00,15.00,181.00,"Off trail",360,0,,"Continue up steep slope.  Enter 6 m wide, shallow, open shoot at 100 m, exit it at 135 m.  Slightly thicker, older woods at crest of slope.","Point is on a gentle slope about 20 m after steep S slope near crest of Emerald Ridge.  On SW corner of small (15 x 10 m) clearing, in mixed Doug-fir, Pacific silver fir, Western hemlock woods.","6/23/2008","",
"MORA","4042.NN04","Survey","Active","2","Medium","4042","Active","Alternating","3",42,584623,5183689,"Actual",584623.436,5183688.752,"NAD83",10,1296.00,24.00,336.00,"Off trail",360,0,,"Travel up gradual slope accross the top of Emerald Ridge.  Begin down the N slope at 100 m.","In small clearing in 53-81 cm DBH Mixed conifer woods with lots of Pacific silver firs.  There is > 1m of snow pack right now, so it is difficult to describe the topography, but the point seems to be on a small ridge with a clearing the E - rely on features to locate spot.","6/23/2008","",
"MORA","4042.NN05","Survey","Active","2","Medium","4042","Active","Alternating","3",42,584606,5183934,"Actual",584606.37,5183933.754,"NAD83",10,1179.00,28.00,338.00,"Off trail",360,0,,"Travel down slope, crossing 3-4 m wide drainage at 90 m.  The point is in the middle of the next drainage E.  As you continue down slope you will follow the W side of and eventually cross this drainage.","Point is on a narrow (ca. 3 m wide), mossy ridge separating two channels of a 15-20 m wide creek drainage.  Next to distinctive cat faced Western hemlock.","6/23/2008","",
"MORA","4042.NN06","Survey","Active","2","Medium","4042","Active","Alternating","3",42,584606,5184126,"Actual",584605.611,5184125.564,"NAD83",10,1110.00,16.00,316.00,"Off trail",360,0,,"Travel down slope, immediately crossing the E channel of the creek drainage.  Cross the next creek to the E at 75 m.  The creek at the point is 20 m to the E.  Continute down hill, coming slowly closer to the W side of the creek.  The point is 4 m W of the intersection of this third creek with the pack trail.","Point is on pack trail, 4 m W of small stream flowing over trail.  In mixed age Mixed conifer woods with Doug-fir, Western redcedar, Western hemlock, and Pacific silver fir.  Devils club growing in stream drainage.","6/23/2008","",
"MORA","4042.NN07","Additional","Active","2","Medium","4042","Active","Alternating","3",42,584583,5184306,"Actual",584582.508,5184305.818,"NAD83",10,1073.60,9.28,263.85,"On road",,0,,"Travel down the hill until you reach the road, then follow the road to the point.","The point is located on the North side of the Westside Road just after a turn in the road. Look for the large wooden bike rack as a distinguishing feature.","7/4/2019","",
"MORA","4042.SS01","Survey","Active","2","Medium","4042","Active","Alternating","3",42,584694,5182847,"Actual",584694.397,5182846.594,"NAD83",10,1060.00,17.00,149.00,"Off trail",180,0,,"Head downhill through mixed forest, across one or two cross-slope benches, directly to point.","On moderate slope in Mixed conifer forest, where two ~85cm dbh Western redcedar and one ~45cm dbh Western hemlock are on the edge of a stand of Pacific silver fir saplings.  Nearby there is a fallen Western redcedar that intersects a larger fallen Doug-fir at a 90 degree angle.","6/23/2008","",
"MORA","4042.SS02","Survey","Active","2","Medium","4042","Active","Alternating","3",42,584706,5182669,"Actual",584706.083,5182669.324,"NAD83",10,982.00,28.00,189.00,"Off trail",180,0,,"Head down medium slope to point.","On side of slope leading down to Fish Creek, which is audible but not visible from here.  Point is 10m upslope from where three nurse logs converge near the base of a >100cm dbh Western hemlock.","6/23/2008","",
"MORA","4042.SS03","Survey","Active","2","Medium","4042","Active","Alternating","3",42,584895,5182678,"Actual",584895,5182678,"NAD83",10,988.00,18.00,116.00,"Off trail",90,1,"Fish Creek bars further SS'n travel","Route mostly rides the contours but dips down into a few drainages.  10m before crossing a rill, notice the feeder spring to the right - bright rust-orange.  On far side of creek climb moderate slop to relatively flat forest where point is found.","Point is on unsloped but rolling terrain under mature forest.  Understory is vaccinium, oregon grape, and saplings.  It is between two 10-20m tall barkless snags in line with point on an e/w bearing.","6/23/2008","",
"MORA","4042.SS04","Survey","Active","2","Medium","4042","Active","Alternating","3",42,585109,5182665,"Actual",585109,5182665,"NAD83",10,968.00,9.00,211.00,"Off trail",90,0,,"Head east and down the hill to a wide drainage with two creeks and massive Western redcedars.  After crossing, continue up opposite slope almost until it flattens out.","Near top of hill between a broad depression to the W and a creek to the E, in a Mixed conifer forest with plentiful vaccinium understory.","6/23/2008","",
"MORA","4042.SS05","Survey","Active","2","Medium","4042","Active","Alternating","3",42,585307,5182661,"Actual",585307,5182661,"NAD83",10,962.00,6.00,115.00,"Off trail",90,0,,"Travel east over one small hill to reach creek, which is small but difficult to cross.  There was a lg cedar forming a slanted footbridge slightly downstream.  Head up into blowdown towards Tahoma Creek to find point.","Point is in a tangle of blowdown, which has created a 50m clearing opening up to Tahoma Creek to the east.","6/23/2008","",
"MORA","4042.SS06","Survey","Active","2","Medium","4042","Active","Alternating","3",42,585310,5182466,"Actual",585310,5182466,"NAD83",10,946.00,4.00,192.00,"Off trail",180,1,"Tahoma Creek bars eastward travel","Pick your way south through or over massive pile of blowdown.  You should reach the bank of the river channel (and the trail that continues the trajectory of the Westside Road where it's been washed out) where a 110cm dbh downed Doug-fir stretches out over trail.  Proceed through a smaller island of damaged forest, and out onto the gravel bar.","Located on the broad, rock-strewn bar of Tahoma Creek, amongst copious snags, 30m west of a stand of very young alders between here and the river.","6/23/2008","",
"MORA","4042.SS07","Additional","Active","2","Medium","4042","Active","Alternating","3",42,585307,5182260,"Actual",585307,5182260,"NAD83",10,931.00,4.00,188.00,"Off trail",180,0,,"Straightforward walk on bearing through creek bed.",,"6/23/2013","",
"MORA","4042.SS08","Additional","Active","2","Medium","4042","Active","Alternating","3",42,585167,5182118,"Actual",585166.837,5182118.339,"NAD83",10,918.90,3.93,199.09,"Off trail",225,1,"River in way","Continue through the rocky river wash, passing through a couple patches of dense Red Alder.","Point is located in a small rocky and mossy clearing surrounded by young Red Alders. The creek is about 20m East from point, out of sight, and loud.","7/4/2019","",
"MORA","4042.TO","Origin","Active","2","Medium","4042","Active","Alternating","3",42,584688,5182952,"Actual",584688.474,5182951.63,"NAD83",10,1083.00,15.00,89.00,"On road",,0,,"Park at closure point on Westside Road and hike up road/trail to point.  Point is at 90 degree bend beyond Tahoma Vista.  Camp backcountry in Emerald Ridge zone, or at Lake George if you're up for a long morning hike.","On Westside Road at 90 degree bend from S to W.  Upslope side of road is bare dirt with Red alder and Vine maple.  Downslope is thick Mixed conifer woods.","5/23/2008","",
"MORA","4043.EE01","Survey","Active","1","High","4043","Active","Alternating","4",43,602793,5196556,"Actual",602792.893,5196555.556,"NAD83",10,1894.00,10.00,204.00,"On trail",999,0,,"Pace 100m east on trail, point located 5m beyond junction of wonderland trail split. Follow sunrise rim trail.","Located in a meadow interspersed with small Subalpine Fir.","7/29/2009","",
"MORA","4043.EE02","Survey","Active","1","High","4043","Active","Alternating","4",43,602919,5196447,"Actual",602919.392,5196447.101,"NAD83",10,1892.00,21.00,188.00,"On trail",999,0,,"none","On sunrise rim trail in an area slightly more dense with subalpine fir.  A gap in the trees to the SW providing great views of Emmons glacier","7/29/2009","",
"MORA","4043.EE03","Survey","Active","1","High","4043","Active","Alternating","4",43,603106,5196412,"Actual",603106.236,5196411.682,"NAD83",10,1911.00,18.00,216.00,"On trail",999,0,,"none","located on trail, 12m after passing wooden bridge. More super views.","7/29/2009","",
"MORA","4043.EE04","Survey","Active","1","High","4043","Active","Alternating","4",43,603276,5196340,"Actual",603276.479,5196340.199,"NAD83",10,1925.00,16.00,206.00,"On trail",999,0,,"none","Subalpine fir/ meadow habitat, al large number of snags scattered around. From point itself, a tall subalpine fir obscures view of little tahoma peak.","7/29/2009","",
"MORA","4043.EE05","Survey","Active","1","High","4043","Active","Alternating","4",43,603408,5196364,"Actual",603408.366,5196363.981,"NAD83",10,1930.00,16.00,179.00,"On trail",999,0,,"Go 200m on trail. pass turnoff for sunrise at 155. Then pass staireway down to glacier viewpoint at 190m.","meadow subalpine fir area, mountain view blocked by trees","7/29/2009","",
"MORA","4043.EE06","Survey","Active","1","High","4043","Active","Alternating","4",43,603578,5196358,"Actual",603578.104,5196358.051,"NAD83",10,1917.00,19.00,116.00,"On trail",999,0,,"follow trail towards silver forest","nondescript point in area of Subalpine Fir. More Subalpine fir and less meadow than previous points.","7/29/2009","",
"MORA","4043.EE07","Additional","Active","1","High","4043","Active","Alternating","4",43,603712,5196462,"Actual",603712.153,5196461.561,"NAD83",10,1925.00,14.00,157.00,"On trail",999,0,,"none","located in meadow, much thinner tree cover than last point","7/29/2009","",
"MORA","4043.EE08","Additional","Active","1","High","4043","Active","Alternating","4",43,603887,5196397,"Actual",603886.59,5196396.853,"NAD83",10,1914.00,16.00,202.00,"On trail",999,0,,"none","On S-facing slope. Similar habitat as previous","7/29/2009","",
